Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/practice/P81132/price_per_unit/?date=2017-11-01,4,3,00:00:10,0,0.00%,50.00%,$0.00
/practice/P81153/,4,2,00:00:16,0,0.00%,25.00%,$5.00
/practice/P81177/,4,3,00:01:45,2,50.00%,50.00%,$0.00
/practice/P81181/,4,4,00:01:52,2,50.00%,50.00%,$7.50
/practice/P81700/,4,3,00:00:40,0,0.00%,50.00%,$6.67
/practice/P81712/,4,1,00:00:41,0,0.00%,0.00%,$0.00
/practice/P81733/,4,3,00:04:11,2,100.00%,50.00%,$3.33
/practice/P81772/,4,4,00:01:40,2,100.00%,75.00%,$2.50
/practice/P82011/,4,3,00:05:59,1,0.00%,0.00%,$6.67
/practice/P82015/,4,1,00:04:21,0,0.00%,25.00%,$10.00
/practice/P82025/,4,4,00:01:17,1,0.00%,0.00%,$10.00
/practice/P82624/,4,4,00:00:00,1,100.00%,100.00%,$0.00
/practice/P82629/,4,1,00:00:36,0,0.00%,0.00%,$0.00
/practice/P83004/,4,3,00:00:40,0,0.00%,25.00%,$6.67
/practice/P83009/,4,3,00:00:52,0,0.00%,0.00%,$8.33
/practice/P83010/,4,3,00:02:57,0,0.00%,0.00%,$6.67
/practice/P84010/,4,4,00:01:52,1,100.00%,50.00%,$0.00
/practice/P84034/,4,4,00:02:33,0,0.00%,25.00%,$10.00
/practice/P84066/,4,4,00:00:35,1,100.00%,25.00%,$10.00
/practice/P84628/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/P84650/,4,3,00:01:00,0,0.00%,25.00%,$3.33
/practice/P85010/,4,2,00:01:34,0,0.00%,0.00%,$20.00
/practice/P85011/,4,4,00:01:40,0,0.00%,50.00%,$7.50
/practice/P85621/,4,4,00:01:11,1,100.00%,75.00%,$2.50
/practice/P86016/,4,3,00:00:16,0,0.00%,50.00%,$0.00
/practice/P86019/,4,3,00:00:52,0,0.00%,0.00%,$6.67
/practice/P87652/,4,4,00:01:50,3,66.67%,50.00%,$5.00
/practice/P88024/,4,4,00:08:22,1,100.00%,50.00%,$7.50
/practice/P88034/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/P88620/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/P89004/,4,3,00:02:39,3,33.33%,50.00%,$0.00
/practice/P89006/,4,2,00:01:23,0,0.00%,0.00%,$12.50
/practice/P91008/,4,1,00:00:26,0,0.00%,0.00%,$0.00
/practice/P91018/,4,4,00:02:28,2,100.00%,50.00%,$2.50
/practice/P91029/,4,4,00:03:37,1,100.00%,50.00%,$6.25
/practice/P91619/,4,3,00:00:34,1,100.00%,50.00%,$6.67
/practice/P92005/,4,4,00:02:04,0,0.00%,25.00%,$12.50
/practice/P92008/,4,3,00:01:47,1,0.00%,0.00%,$10.00
/practice/P92012/,4,2,00:01:15,0,0.00%,25.00%,$0.00
/practice/P92016/,4,4,00:00:27,1,100.00%,50.00%,$5.00
/practice/Y00058/,4,2,00:00:03,0,0.00%,0.00%,$5.00
/practice/Y00151/,4,4,00:02:34,1,100.00%,75.00%,$0.00
/practice/Y00155/,4,4,00:00:22,0,0.00%,25.00%,$7.50
/practice/Y00171/,4,4,00:00:17,3,100.00%,75.00%,$2.50
/practice/Y00189/,4,2,00:00:21,0,0.00%,25.00%,$0.00
/practice/Y00344/,4,1,00:00:14,0,0.00%,0.00%,$10.00
/practice/Y00507/,4,2,00:10:28,2,50.00%,50.00%,$0.00
/practice/Y00549/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y00572/,4,4,00:00:32,3,66.67%,75.00%,$0.00
/practice/Y01057/,4,4,00:05:33,4,75.00%,75.00%,$0.00
/practice/Y01133/,4,3,00:00:39,3,66.67%,75.00%,$0.00
/practice/Y01221/,4,2,00:01:16,2,50.00%,50.00%,$0.00
/practice/Y01247/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y01699/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y01756/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y01812/,4,2,00:06:25,0,0.00%,50.00%,$5.00
/practice/Y01836/,4,3,00:02:35,3,66.67%,75.00%,$0.00
/practice/Y02128/,4,3,00:03:53,1,0.00%,50.00%,$3.33
/practice/Y02146/,4,2,00:01:35,2,50.00%,50.00%,$5.00
/practice/Y02157/,4,4,00:00:29,4,50.00%,50.00%,$0.00
/practice/Y02314/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y02490/,4,2,00:00:07,2,50.00%,50.00%,$0.00
/practice/Y02499/,4,1,00:00:15,0,0.00%,0.00%,$0.00
/practice/Y02517/,4,4,00:11:13,1,100.00%,50.00%,$5.00
/practice/Y02521/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y02674/,4,3,00:00:08,1,100.00%,25.00%,$0.00
/practice/Y02754/,4,3,00:01:21,0,0.00%,0.00%,$3.33
/practice/Y02849/,4,3,00:01:10,0,0.00%,25.00%,$10.00
/practice/Y02973/,4,2,00:00:43,0,0.00%,50.00%,$0.00
/practice/Y03077/,4,3,00:00:36,3,66.67%,75.00%,$0.00
/practice/Y03396/,4,3,00:00:17,2,50.00%,50.00%,$0.00
/practice/Y03656/,4,2,00:00:45,0,0.00%,0.00%,$10.00
/practice/Y03823/,4,4,00:00:48,3,100.00%,75.00%,$2.50
/practice/Y04233/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y04543/,4,3,00:00:17,3,66.67%,75.00%,$3.33
/practice/Y04771/,4,3,00:00:51,3,66.67%,50.00%,$3.33
/practice/Y04920/,4,2,00:00:55,1,0.00%,25.00%,$5.00
/practice/Y05023/,4,4,00:00:23,2,50.00%,50.00%,$2.50
/practice/Y05136/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/measure/ace/practice/K82046/,3,2,00:00:33,0,0.00%,0.00%,$5.00
/measure/coproxamol/practice/B81008/,3,1,00:00:31,0,0.00%,33.33%,$10.00
/measure/coproxamol/practice/G81013/,3,2,00:06:17,0,0.00%,0.00%,$10.00
/measure/desogestrel/practice/A86012/,3,3,00:00:19,0,0.00%,33.33%,$3.33
/measure/desogestrel/practice/C81106/,3,3,00:06:26,1,100.00%,33.33%,$6.67
/measure/diltiazem/practice/F84018/,3,1,00:05:32,0,0.00%,0.00%,$10.00
/measure/dipyridamole/practice/C88016/,3,3,00:01:32,1,0.00%,0.00%,$6.67
/measure/doacs/practice/A82012/,3,3,00:03:00,0,0.00%,0.00%,$0.00
/measure/doacs/practice/A82026/,3,3,00:00:07,2,50.00%,66.67%,$3.33
/measure/doacs/practice/A83031/,3,2,00:00:38,0,0.00%,33.33%,$0.00
/measure/doacs/practice/A86003/,3,3,00:03:15,0,0.00%,33.33%,$0.00
/measure/doacs/practice/B81004/,3,3,00:00:43,1,100.00%,66.67%,$0.00
/measure/doacs/practice/B81037/,3,3,00:01:51,1,0.00%,33.33%,$0.00
/measure/doacs/practice/B81092/,3,3,00:00:20,1,0.00%,33.33%,$3.33
/measure/doacs/practice/B81602/,3,3,00:00:52,1,0.00%,33.33%,$3.33
/measure/doacs/practice/B81653/,3,3,00:03:13,0,0.00%,0.00%,$3.33
/measure/doacs/practice/B82005/,3,2,00:00:34,0,0.00%,0.00%,$0.00
/measure/doacs/practice/B82083/,3,2,00:04:42,0,0.00%,0.00%,$0.00
/measure/doacs/practice/B83062/,3,3,00:01:18,0,0.00%,33.33%,$0.00
/measure/doacs/practice/B85012/,3,3,00:00:00,1,100.00%,100.00%,$0.00
/measure/doacs/practice/B85028/,3,3,00:00:57,1,0.00%,33.33%,$3.33
/measure/doacs/practice/B86058/,3,2,00:01:21,0,0.00%,33.33%,$0.00
/measure/doacs/practice/C82056/,3,3,00:03:39,0,0.00%,33.33%,$3.33
/measure/doacs/practice/C82071/,3,3,00:00:07,1,100.00%,66.67%,$0.00
/measure/doacs/practice/C82080/,3,3,00:00:42,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C83010/,3,3,00:00:13,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C83011/,3,3,00:00:21,0,0.00%,33.33%,$6.67
/measure/doacs/practice/C83015/,3,3,00:00:27,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C83031/,3,3,00:00:36,1,0.00%,0.00%,$0.00
/measure/doacs/practice/C83032/,3,3,00:00:18,0,0.00%,33.33%,$3.33
/measure/doacs/practice/C83036/,3,3,00:02:31,1,0.00%,33.33%,$0.00
/measure/doacs/practice/C83043/,3,3,00:00:14,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C83057/,3,2,00:00:16,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C83071/,3,2,00:00:17,0,0.00%,0.00%,$5.00
/measure/doacs/practice/C83633/,3,3,00:00:16,0,0.00%,33.33%,$6.67
/measure/doacs/practice/D82071/,3,3,00:01:17,1,100.00%,66.67%,$3.33
/measure/doacs/practice/J81053/,3,1,00:00:43,0,0.00%,0.00%,$0.00
/measure/doacs/practice/M83714/,3,2,00:01:02,0,0.00%,33.33%,$0.00
/measure/doacs/practice/M85064/,3,3,00:00:00,2,100.00%,100.00%,$3.33
/measure/doacs/practice/M86016/,3,3,00:00:00,2,100.00%,100.00%,$3.33
/measure/doacs/practice/N84015/,3,3,00:00:00,2,100.00%,100.00%,$0.00
/measure/doacs/practice/P81771/,3,3,00:00:19,1,0.00%,33.33%,$6.67
/measure/doacs/practice/Y01008/,3,3,00:00:37,1,0.00%,33.33%,$6.67
/measure/icsdose/practice/A82019/,3,3,00:01:17,0,0.00%,0.00%,$3.33
/measure/icsdose/practice/A82654/,3,2,00:01:08,0,0.00%,66.67%,$0.00
/measure/icsdose/practice/A86003/,3,2,00:01:36,0,0.00%,66.67%,$5.00
/measure/icsdose/practice/B87002/,3,2,00:00:43,0,0.00%,0.00%,$15.00
/measure/icsdose/practice/C86011/,3,2,00:01:18,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/C86029/,3,3,00:01:31,0,0.00%,0.00%,$3.33
/measure/icsdose/practice/C87002/,3,3,00:01:37,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/C87003/,3,3,00:02:07,0,0.00%,33.33%,$3.33
/measure/icsdose/practice/C87621/,3,3,00:01:45,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/C88072/,3,2,00:00:11,1,100.00%,66.67%,$0.00
/measure/icsdose/practice/F82011/,3,3,00:00:06,1,0.00%,66.67%,$1.67
/measure/icsdose/practice/F84070/,3,3,00:00:36,0,0.00%,66.67%,$3.33
/measure/icsdose/practice/F84724/,3,2,00:01:21,0,0.00%,66.67%,$10.00
/measure/icsdose/practice/F85030/,3,2,00:04:17,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/F86038/,3,3,00:00:59,1,0.00%,33.33%,$10.00
/measure/icsdose/practice/F86074/,3,2,00:01:17,0,0.00%,0.00%,$5.00
/measure/icsdose/practice/F86082/,3,3,00:00:06,1,0.00%,66.67%,$3.33
/measure/icsdose/practice/F86692/,3,3,00:01:25,0,0.00%,0.00%,$15.00
/measure/icsdose/practice/F86712/,3,3,00:00:55,1,0.00%,0.00%,$10.00
/measure/icsdose/practice/K83029/,3,3,00:00:00,2,100.00%,100.00%,$0.00
/measure/icsdose/practice/L84065/,3,3,00:00:00,0,0.00%,100.00%,$0.00
/measure/icsdose/practice/P82629/,3,1,00:01:20,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/P84644/,3,2,00:06:52,0,0.00%,0.00%,$10.00
/measure/icsdose/practice/P86019/,3,3,00:00:00,1,100.00%,100.00%,$6.67
/measure/icsdose/practice/P87040/,3,2,00:01:05,0,0.00%,33.33%,$15.00
/measure/icsdose/practice/P88007/,3,2,00:01:12,0,0.00%,33.33%,$5.00
/measure/icsdose/practice/P88009/,3,3,00:00:59,1,0.00%,33.33%,$3.33
/measure/icsdose/practice/P89003/,3,3,00:01:51,0,0.00%,33.33%,$6.67
/measure/icsdose/practice/P91623/,3,3,00:01:30,0,0.00%,0.00%,$3.33
/measure/icsdose/practice/P92001/,3,2,00:02:37,0,0.00%,0.00%,$5.00
/measure/keppra/practice/C82610/,3,2,00:00:58,0,0.00%,33.33%,$0.00
/measure/keppra/practice/C88077/,3,2,00:04:14,1,0.00%,33.33%,$5.00
/measure/ktt12_diabetes_insulin/practice/C84101/,3,3,00:00:46,0,0.00%,0.00%,$10.00
/measure/ktt12_diabetes_insulin/practice/M81068/,3,2,00:01:03,0,0.00%,0.00%,$5.00
/measure/ktt13_nsaids_ibuprofen/practice/D83029/,3,1,00:00:25,0,0.00%,0.00%,$0.00
/measure/ktt13_nsaids_ibuprofen/practice/P91629/,3,2,00:06:01,0,0.00%,0.00%,$5.00
/measure/ktt9_antibiotics/practice,3,1,00:00:05,0,0.00%,0.00%,$10.00
/measure/ktt9_antibiotics/practice/B82074/,3,3,00:00:33,0,0.00%,66.67%,$3.33
/measure/ktt9_antibiotics/practice/C88085/,3,2,00:01:26,0,0.00%,33.33%,$10.00
/measure/ktt9_antibiotics/practice/K82043/,3,1,00:00:15,0,0.00%,0.00%,$10.00
/measure/ktt9_antibiotics/practice/K84013/,3,1,00:04:14,0,0.00%,33.33%,$0.00
/measure/ktt9_antibiotics/practice/K84608/,3,2,00:00:18,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/L83648/,3,3,00:12:52,0,0.00%,33.33%,$0.00
/measure/ktt9_antibiotics/practice/L84068/,3,3,00:01:34,0,0.00%,0.00%,$10.00
/measure/ktt9_cephalosporins/practice/H81062/,3,1,00:01:17,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/H84017/,3,3,00:00:22,0,0.00%,0.00%,$6.67
/measure/ktt9_cephalosporins/practice/J82097/,3,2,00:00:54,0,0.00%,0.00%,$5.00
/measure/ktt9_cephalosporins/practice/N85047/,3,3,00:02:25,0,0.00%,33.33%,$3.33
/measure/lpcoprox/practice/L81065/,3,1,00:00:11,0,0.00%,33.33%,$10.00
/measure/lphomeopathy/practice/L81082/,3,2,00:00:27,0,0.00%,0.00%,$0.00
/measure/lphomeopathy/practice/L81622/,3,2,00:00:26,0,0.00%,0.00%,$5.00
/measure/lphomeopathy/practice/L83016/,3,2,00:00:46,0,0.00%,0.00%,$5.00
/measure/lprubefacients/practice/C83022/,3,1,00:01:06,0,0.00%,0.00%,$10.00
/measure/lptravelvacs/practice/F83063/,3,3,00:28:12,0,0.00%,66.67%,$3.33
/measure/lptrimipramine/practice/C84074/,3,2,00:00:24,0,0.00%,0.00%,$0.00
/measure/lyrica/practice/C82610/,3,3,00:13:15,0,0.00%,33.33%,$3.33
/measure/opioidper1000/practice/B86673/,3,3,00:06:19,0,0.00%,0.00%,$6.67
/measure/opioidper1000/practice/D82058/,3,2,00:04:23,0,0.00%,0.00%,$5.00
/measure/opioidper1000/practice/L84023/,3,3,00:00:42,1,100.00%,66.67%,$3.33
/measure/opioidper1000/practice/N84624/,3,3,00:03:00,0,0.00%,0.00%,$3.33
/measure/opioidper1000/practice/Y04995/,3,3,00:01:18,1,0.00%,33.33%,$3.33
/measure/opioidspercent/practice/C88019/,3,3,00:00:50,1,100.00%,66.67%,$3.33
/measure/opioidspercent/practice/H82003/,3,2,00:00:21,0,0.00%,33.33%,$5.00
/measure/opioidspercent/practice/H84040/,3,2,00:02:21,0,0.00%,33.33%,$0.00
/measure/opioidspercent/practice/K84016/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/measure/opioidspercent/practice/K84042/,3,3,00:03:25,1,0.00%,66.67%,$0.00
/measure/opioidspercent/practice/P84644/,3,2,00:00:30,0,0.00%,0.00%,$10.00
/measure/ppi/practice/C83022/,3,3,00:01:21,0,0.00%,0.00%,$6.67
/measure/ppi/practice/C88016/,3,3,00:02:53,1,0.00%,33.33%,$3.33
/measure/ppi/practice/C88052/,3,3,00:00:59,0,0.00%,0.00%,$0.00
/measure/ppi/practice/Y00164/,3,2,00:00:24,0,0.00%,0.00%,$10.00
/measure/ppidose/practice/C88043/,3,1,00:00:29,0,0.00%,0.00%,$0.00
/measure/pregabalin/practice/A87029/,3,1,00:01:17,0,0.00%,0.00%,$10.00
/measure/saba/practice/E84033/,3,3,00:00:09,1,0.00%,66.67%,$0.00
/measure/saba/practice/E87714/,3,2,00:00:53,0,0.00%,33.33%,$0.00
/measure/saba/practice/P84041/,3,3,00:00:00,1,100.00%,100.00%,$0.00
/measure/saba/practice/P84070/,3,3,00:00:08,1,0.00%,33.33%,$3.33
/measure/saba/practice/P85015/,3,2,00:00:22,0,0.00%,66.67%,$0.00
/measure/saba/practice/P88009/,3,3,00:04:06,1,100.00%,66.67%,$0.00
/measure/saba/practice/P91623/,3,3,00:00:05,1,0.00%,66.67%,$3.33
/measure/saba/practice/P91633/,3,2,00:00:32,0,0.00%,0.00%,$0.00
/measure/sildenafil/practice/K81030/,3,3,00:01:56,1,0.00%,33.33%,$3.33
/measure/silver/practice/H82011/,3,2,00:00:22,0,0.00%,66.67%,$5.00
/measure/silver/practice/L85046/,3,2,00:01:09,0,0.00%,0.00%,$10.00
/measure/silver/practice/M87003/,3,2,00:00:14,0,0.00%,33.33%,$10.00
/measure/solublepara/practice/P81016/,3,2,00:01:28,1,0.00%,0.00%,$5.00
/measure/solublepara/practice/P81063/,3,2,00:02:37,1,0.00%,33.33%,$0.00
/measure/solublepara/practice/P81072/,3,3,00:01:33,2,100.00%,66.67%,$0.00
/measure/solublepara/practice/P81074/,3,2,00:00:40,1,0.00%,33.33%,$0.00
/measure/solublepara/practice/P81081/,3,3,00:00:46,2,0.00%,0.00%,$0.00
/measure/solublepara/practice/P81092/,3,2,00:01:03,1,0.00%,33.33%,$0.00
/measure/solublepara/practice/P81681/,3,3,00:01:22,2,100.00%,66.67%,$0.00
/measure/statinintensity/practice/K84002/,3,1,00:00:09,0,0.00%,0.00%,$10.00
/measure/statinintensity/practice/L84037/,3,2,00:00:11,0,0.00%,33.33%,$0.00
/measure/statins/practice/B86625/,3,2,00:00:10,0,0.00%,33.33%,$5.00
/measure/statins/practice/C83022/,3,2,00:00:31,0,0.00%,0.00%,$0.00
/measure/statins/practice/D83029/,3,1,00:00:38,0,0.00%,0.00%,$0.00
/measure/trimethoprim/practice/B83007/,3,1,00:00:43,0,0.00%,33.33%,$0.00
/measure/trimethoprim/practice/B83035/,3,1,00:01:26,0,0.00%,33.33%,$10.00
/measure/trimethoprim/practice/C88648/,3,2,00:00:39,1,0.00%,0.00%,$10.00
/measure/trimethoprim/practice/F81665/,3,2,00:00:15,0,0.00%,0.00%,$0.00
/measure/trimethoprim/practice/K84004/,3,3,00:00:30,0,0.00%,33.33%,$6.67
/measure/trimethoprim/practice/M85701/,3,1,00:00:29,0,0.00%,0.00%,$10.00
/measure/trimethoprim/practice/Y04957/,3,2,00:01:44,0,0.00%,66.67%,$5.00
/measure/vitb/practice/D81012/,3,3,00:00:23,0,0.00%,0.00%,$0.00
/practice/A81001/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/A81025/,3,2,00:00:31,0,0.00%,33.33%,$5.00
/practice/A82005/,3,2,00:00:04,0,0.00%,33.33%,$5.00
/practice/A82015/,3,3,00:01:04,2,100.00%,66.67%,$3.33
/practice/A82021/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/A82032/,3,3,00:00:57,1,100.00%,33.33%,$6.67
/practice/A82032/?sortBySavings=1,3,3,00:00:56,2,50.00%,33.33%,$6.67
/practice/A82033/,3,3,00:00:00,0,0.00%,100.00%,$0.00
/practice/A82609/,3,2,00:00:10,2,50.00%,66.67%,$0.00
/practice/A82642/,3,2,00:01:55,1,0.00%,0.00%,$5.00
/practice/A82646/,3,3,00:14:42,2,100.00%,66.67%,$0.00
/practice/A82646/?tags=lowpriority,3,1,00:10:57,1,0.00%,0.00%,$10.00
/practice/A83010/,3,3,00:00:28,2,100.00%,66.67%,$3.33
/practice/A83012/,3,3,00:01:32,2,100.00%,66.67%,$3.33
/practice/A83022/,3,2,00:02:50,0,0.00%,0.00%,$10.00
/practice/A83031/,3,2,00:01:32,0,0.00%,0.00%,$5.00
/practice/A83045/,3,1,00:00:49,0,0.00%,0.00%,$20.00
/practice/A83071/,3,3,00:00:37,0,0.00%,0.00%,$5.00
/practice/A83632/,3,2,00:00:38,1,100.00%,33.33%,$5.00
/practice/A83644/,3,3,00:01:02,0,0.00%,0.00%,$10.00
/practice/A84007/,3,2,00:02:20,2,50.00%,33.33%,$5.00
/practice/A84011/,3,3,00:02:11,2,50.00%,66.67%,$0.00
/practice/A84022/,3,3,00:00:18,2,100.00%,66.67%,$0.00
/practice/A84033/,3,2,00:04:36,1,100.00%,66.67%,$0.00
/practice/A85003/,3,2,00:03:20,0,0.00%,33.33%,$5.00
/practice/A86006/,3,2,00:02:04,0,0.00%,33.33%,$5.00
/practice/A86024/,3,1,00:00:36,0,0.00%,33.33%,$10.00
/practice/A86027/,3,3,00:00:23,0,0.00%,0.00%,$11.67
/practice/A86029/,3,2,00:00:33,1,100.00%,33.33%,$0.00
/practice/A86041/,3,1,00:00:29,0,0.00%,0.00%,$10.00
/practice/A88023/,3,2,00:00:29,2,50.00%,66.67%,$0.00
/practice/A89009/,3,3,00:00:00,2,100.00%,100.00%,$0.00
/practice/A89023/,3,3,00:00:18,2,50.00%,66.67%,$3.33
/practice/A89035/,3,2,00:00:52,0,0.00%,0.00%,$10.00
/practice/B81008/#ppidose,3,1,00:01:24,0,0.00%,0.00%,$10.00
/practice/B81015/,3,3,00:00:26,2,100.00%,66.67%,$0.00
/practice/B81020/,3,2,00:00:14,1,100.00%,33.33%,$0.00
/practice/B81021/,3,2,00:01:22,0,0.00%,33.33%,$10.00
/practice/B81026/,3,3,00:03:15,0,0.00%,33.33%,$10.00
/practice/B81029/,3,3,00:00:35,0,0.00%,0.00%,$13.33
/practice/B81039/,3,1,00:00:25,0,0.00%,33.33%,$0.00
/practice/B81068/,3,3,00:00:36,0,0.00%,0.00%,$6.67
/practice/B81084/,3,3,00:00:12,0,0.00%,33.33%,$3.33
/practice/B81088/,3,3,00:00:54,1,100.00%,33.33%,$8.33
/practice/B81091/,3,2,00:02:06,0,0.00%,33.33%,$0.00
/practice/B81121/,3,2,00:01:46,0,0.00%,66.67%,$0.00
/practice/B81616/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/B81644/,3,3,00:01:41,0,0.00%,0.00%,$0.00
/practice/B81674/,3,2,00:00:07,1,0.00%,66.67%,$5.00
/practice/B81688/,3,3,00:02:04,1,100.00%,33.33%,$10.00
/practice/B82001/,3,3,00:00:20,2,100.00%,66.67%,$0.00
/practice/B82026/,3,2,00:00:42,0,0.00%,0.00%,$0.00
/practice/B82027/,3,2,00:01:08,0,0.00%,66.67%,$5.00
/practice/B82032/,3,3,00:01:34,1,100.00%,66.67%,$6.67
/practice/B82035/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/B82042/#trimethoprim,3,2,00:05:13,1,0.00%,33.33%,$10.00
/practice/B82047/#desogestrel,3,2,00:01:19,1,0.00%,0.00%,$5.00
/practice/B82066/,3,2,00:00:40,1,100.00%,33.33%,$10.00
/practice/B82080/,3,3,00:02:37,0,0.00%,33.33%,$3.33
/practice/B82099/,3,1,00:00:43,1,0.00%,0.00%,$10.00
/practice/B82105/,3,3,00:00:43,0,0.00%,0.00%,$0.00
/practice/B83021/,3,3,00:00:15,0,0.00%,0.00%,$11.67
/practice/B83028/,3,2,00:01:29,0,0.00%,0.00%,$0.00
/practice/B83035/,3,3,00:01:49,1,100.00%,66.67%,$3.33
/practice/B83056/,3,3,00:00:17,1,100.00%,33.33%,$3.33
/practice/B83058/,3,2,00:01:10,2,50.00%,66.67%,$0.00
/practice/B84004/,3,3,00:03:01,0,0.00%,0.00%,$5.00
/practice/B84008/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/B85006/,3,2,00:05:04,0,0.00%,33.33%,$0.00
/practice/B85012/,3,3,00:00:26,0,0.00%,0.00%,$3.33
/practice/B85024/,3,3,00:00:21,2,100.00%,66.67%,$6.67
/practice/B85026/,3,2,00:00:35,0,0.00%,0.00%,$10.00
/practice/B85026/?tags=lowpriority,3,2,00:00:57,0,0.00%,33.33%,$5.00
/practice/B85652/,3,1,00:00:56,0,0.00%,0.00%,$10.00
/practice/B85655/,3,2,00:00:34,0,0.00%,33.33%,$5.00
/practice/B86022/,3,2,00:00:45,0,0.00%,0.00%,$5.00
/practice/B86034/,3,2,00:00:14,0,0.00%,33.33%,$0.00
/practice/B86039/,3,2,00:00:15,1,100.00%,33.33%,$0.00
/practice/B86066/,3,2,00:02:38,0,0.00%,0.00%,$5.00
/practice/B86075/?tags=lowpriority,3,2,00:01:09,0,0.00%,33.33%,$10.00
/practice/B86625/?tags=lowpriority,3,3,00:00:42,0,0.00%,66.67%,$0.00
/practice/B86673/?tags=lowpriority,3,3,00:01:48,1,0.00%,33.33%,$6.67
/practice/B86673/#keppra,3,2,00:05:00,2,0.00%,0.00%,$10.00
/practice/B87012/,3,2,00:00:26,1,0.00%,33.33%,$5.00
/practice/B87036/,3,3,00:00:26,0,0.00%,33.33%,$0.00
/practice/B87044/,3,1,00:00:15,0,0.00%,0.00%,$0.00
/practice/C81002/,3,3,00:00:00,2,100.00%,100.00%,$0.00
/practice/C81024/,3,3,00:00:15,2,100.00%,66.67%,$3.33
/practice/C81029/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/C81038/,3,3,00:00:43,2,100.00%,66.67%,$8.33
/practice/C81048/,3,2,00:00:44,1,0.00%,66.67%,$0.00
/practice/C81073/,3,2,00:00:30,0,0.00%,0.00%,$0.00
/practice/C81106/?tags=lowpriority,3,3,00:05:42,0,0.00%,0.00%,$10.00
/practice/C81114/#lpzomnibus,3,2,00:01:16,2,50.00%,66.67%,$0.00
/practice/C81638/,3,3,00:23:03,3,66.67%,66.67%,$0.00
/practice/C82007/,3,2,00:09:08,1,100.00%,33.33%,$5.00
/practice/C82007/#vitb,3,2,00:05:07,2,50.00%,66.67%,$0.00
/practice/C82008/,3,3,00:01:01,2,50.00%,66.67%,$0.00
/practice/C82010/,3,1,00:02:04,0,0.00%,0.00%,$10.00
/practice/C82016/,3,2,00:00:31,0,0.00%,0.00%,$10.00
/practice/C82026/,3,2,00:00:29,0,0.00%,0.00%,$0.00
/practice/C82028/,3,3,00:00:24,3,66.67%,66.67%,$0.00
/practice/C82105/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/practice/C82123/?tags=lowpriority,3,3,00:00:00,2,100.00%,100.00%,$0.00
/practice/C82124/price_per_unit/,3,2,00:01:38,0,0.00%,66.67%,$5.00
/practice/C82610/0401010ADAABABA/price_per_unit/?date=2017-11-01,3,1,00:00:11,0,0.00%,0.00%,$0.00
/practice/C82623/,3,2,00:01:28,0,0.00%,33.33%,$10.00
/practice/C83011/,3,3,00:00:47,1,100.00%,33.33%,$6.67
/practice/C83030/,3,2,00:01:43,1,0.00%,33.33%,$5.00
/practice/C83042/,3,3,00:00:30,1,100.00%,33.33%,$3.33
/practice/C83065/,3,2,00:02:33,0,0.00%,0.00%,$0.00
/practice/C83082/,3,3,00:00:35,0,0.00%,33.33%,$3.33
/practice/C84001/?tags=lowpriority,3,3,00:00:45,1,100.00%,33.33%,$3.33
/practice/C84008/,3,3,00:01:11,1,100.00%,66.67%,$3.33
/practice/C84012/,3,3,00:07:41,1,0.00%,0.00%,$3.33
/practice/C84013/,3,3,00:05:51,1,100.00%,66.67%,$0.00
/practice/C84016/,3,3,00:00:57,0,0.00%,0.00%,$3.33
/practice/C84019/,3,3,00:00:34,2,100.00%,66.67%,$3.33
