Page,Medium,Date Range,Segment,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/,(none),"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/,organic,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/,organic,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,2,2,00:00:15,2,50.00%,50.00%,$5.00
/,organic,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/a/L82058,(none),"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/a/L82058,(none),"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/a/L82058,(none),"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/a/L82058,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:03,0,0.00%,0.00%,$0.00
/a/L82058,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/a/L82058,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:58,0,0.00%,0.00%,$10.00
/analyse/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#numIds=0407020Q0&denomIds=4.7.2,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:03:36,0,0.00%,0.00%,$15.00
/analyse/#numIds=0407020Q0&denomIds=4.7.2,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#numIds=0407020Q0&denomIds=4.7.2,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
"/analyse/#org=CCG&orgIds=00P&numIds=040702040,0407020C0,0407020Q0,0407020AD&denom=nothing&selectedTab=chart",email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
"/analyse/#org=CCG&orgIds=00P&numIds=040702040,0407020C0,0407020Q0,0407020AD&denom=nothing&selectedTab=chart",email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
"/analyse/#org=CCG&orgIds=00P&numIds=040702040,0407020C0,0407020Q0,0407020AD&denom=nothing&selectedTab=chart",email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020AD&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020AD&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020AD&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020Q0&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:21:45,0,0.00%,0.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020Q0&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/analyse/#org=CCG&orgIds=00P&numIds=0407020Q0&denom=nothing&selectedTab=summary,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/ccg/00L/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_antibiotics/,referral,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/ccg/00L/ktt9_antibiotics/,referral,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_antibiotics/,referral,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:48,0,0.00%,0.00%,$10.00
/ccg/00L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/trimethoprim/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:00,0,0.00%,0.00%,$10.00
/ccg/00L/trimethoprim/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00L/trimethoprim/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00P/opioidome/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/ccg/00P/opioidome/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00P/opioidome/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00P/opioidspercent/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:29,0,0.00%,0.00%,$25.00
/ccg/00P/opioidspercent/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00P/opioidspercent/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/04D/statins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:17,0,0.00%,0.00%,$0.00
/ccg/04D/statins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/04D/statins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06K/icsdose/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:47,0,0.00%,0.00%,$0.00
/ccg/06K/icsdose/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06K/icsdose/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06Y/doacs/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/ccg/06Y/doacs/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06Y/doacs/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06Y/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:37,0,0.00%,0.00%,$10.00
/ccg/06Y/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06Y/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07W/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:27,0,0.00%,0.00%,$10.00
/ccg/07W/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:27,0,0.00%,0.00%,$10.00
/ccg/07W/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:03:47,0,0.00%,0.00%,$0.00
/ccg/07W/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/ccg/07W/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07W/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/08F/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:07,0,0.00%,0.00%,$10.00
/ccg/08F/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/08F/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/08L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/ccg/08L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/08L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:35,0,0.00%,0.00%,$0.00
/ccg/09W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/10H/#lyrica,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/ccg/10H/#lyrica,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/10H/#lyrica,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11M/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:10,0,0.00%,0.00%,$10.00
/ccg/11M/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11M/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11N/lpzomnibus/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:50,0,0.00%,0.00%,$0.00
/ccg/11N/lpzomnibus/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11N/lpzomnibus/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:50,0,0.00%,0.00%,$0.00
/ccg/11T/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:09,0,0.00%,0.00%,$0.00
/ccg/11T/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11T/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/F85634/ktt9_cephalosporins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:04,0,0.00%,0.00%,$10.00
/ccg/F85634/ktt9_cephalosporins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/F85634/ktt9_cephalosporins/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/chemical/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:11,0,0.00%,0.00%,$15.00
/chemical/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/chemical/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/chemical/0407020Q0/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:10,0,0.00%,0.00%,$15.00
/chemical/0407020Q0/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/chemical/0407020Q0/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/confirm-email/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:03,0,0.00%,0.00%,$10.00
/confirm-email/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:03,0,0.00%,0.00%,$10.00
/confirm-email/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,2,2,00:00:03,0,0.00%,50.00%,$5.00
/confirm-email/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/confirm-email/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,3,3,00:00:16,1,0.00%,0.00%,$3.33
/confirm-email/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/confirm-email/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:05,0,0.00%,0.00%,$10.00
/confirm-email/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/confirm-email/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/faq/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:32,1,0.00%,0.00%,$0.00
/faq/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:07,0,0.00%,0.00%,$10.00
/faq/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/faq/#measureinterpret,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/faq/#measureinterpret,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/faq/#measureinterpret,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/how-to-use/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/how-to-use/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:14,0,0.00%,0.00%,$0.00
/how-to-use/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ace/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:17,0,0.00%,0.00%,$10.00
/measure/ace/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ace/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ace/practice/L81004/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:19,0,0.00%,0.00%,$0.00
/measure/ace/practice/L81004/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ace/practice/L81004/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/arb/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/measure/arb/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/arb/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:00,0,0.00%,100.00%,$10.00
/measure/coproxamol/practice/E87008/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/measure/coproxamol/practice/E87008/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/coproxamol/practice/E87008/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/E84008/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:38,1,0.00%,0.00%,$0.00
/measure/diltiazem/practice/E84008/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/E84008/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:12,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:38,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/diltiazem/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/doacs/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:49,0,0.00%,0.00%,$10.00
/measure/doacs/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/doacs/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/doacs/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/measure/doacs/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/doacs/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/glaucoma/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:37,0,0.00%,0.00%,$10.00
/measure/glaucoma/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/glaucoma/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/glaucoma/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/measure/glaucoma/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/glaucoma/practice/L84041/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/E82090/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:25,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/E82090/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/E82090/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/G85024/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:08,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/G85024/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/G85024/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt13_nsaids_ibuprofen/practice/E85042/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:19,0,0.00%,0.00%,$0.00
/measure/ktt13_nsaids_ibuprofen/practice/E85042/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt13_nsaids_ibuprofen/practice/E85042/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt3_lipid_modifying_drugs/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:24,0,0.00%,0.00%,$0.00
/measure/ktt3_lipid_modifying_drugs/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt3_lipid_modifying_drugs/practice/F85634/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/D81619/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:34,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/D81619/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/D81619/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/D83020/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:50,0,0.00%,0.00%,$10.00
/measure/ktt9_antibiotics/practice/D83020/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/D83020/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:50,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/G82203/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/L82043/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/measure/ktt9_antibiotics/practice/L82043/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/L82043/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:14,0,0.00%,0.00%,$10.00
/measure/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/,post - ktt9_cephalosporins,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/A84007/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:31,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/A84007/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/A84007/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83037/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:02:05,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83037/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83037/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83054/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:02:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83054/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83054/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/C88076/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:39,0,0.00%,0.00%,$0.00
