practice_id,name,ccg_id,total_list_size,small_flag,single_handed,gp_count,open_years,dispensing,rural,urban,imd,abx_per_starpu
E84667,BLESSING MEDICAL CENTRE,07P,3343,0,0,2,44,0,0,1,33.78593216,0.21615988242447917
E84674,CHICHELE ROAD SURGERY,07P,6245,0,0,2,31,0,0,1,28.66468128,0.2159996959951881
E84676,HEADSTONE LANE MEDICAL CENTRE,08E,3830,0,0,2,44,0,0,1,15.5020796,0.32196392233382537
E84678,PRESTON MEDICAL CENTRE,07P,3965,0,0,2,30,0,0,1,20.88833586,0.3363475168192301
E84680,HEADSTONE ROAD SURGERY,08E,3971,0,0,2,29,0,0,1,15.59819766,0.38334671692518213
E84681,SAVITA MEDICAL CENTRE,08E,3228,0,0,2,29,0,0,1,18.2567189,0.27742007423805387
E84684,THE TUDOR HOUSE MEDICAL CENTRE,07P,3631,0,0,2,28,0,0,1,28.10150747,0.42154575900004204
E84685,SUDBURY SURGERY,07P,8853,0,0,2,28,0,0,1,19.87807312,0.47126782276588075
E84693,ST. PETER'S MEDICAL CENTRE,08E,7939,0,0,4,26,0,0,1,13.94540539,0.3756008012637907
E84696,PEEL PRECINCT SURGERY,07P,1606,1,1,1,24,0,0,1,38.81865021,0.47993653490224386
E84699,KINGS EDGE MEDICAL CENTRE,07P,3240,0,0,4,21,0,0,1,19.05111412,0.5049341654659849
E84701,PEARL MEDICAL PRACTICE,07P,4463,0,0,3,21,0,0,1,22.97163705,0.20909029599773202
E84702,WILLESDEN GREEN SURGERY,07P,3451,0,1,1,21,0,0,1,28.20935669,0.5798022061217375
E84704,ST. GEORGES MEDICAL CENTRE,07P,2298,1,1,1,20,0,0,1,30.5102018,0.2925338340978563
E84709,WEMBLEY PARK DRIVE MEDICAL CENTRE,07P,11817,0,0,11,17,0,0,1,22.2946979,0.22589771351128382
E84713,THE ENTERPRISE PRACTICE,08E,3912,0,1,1,16,0,0,1,17.15446386,0.39411280439173474
E85001,THORNBURY ROAD CENTRE FOR HEALTH,07Y,8053,0,0,4,44,0,0,1,17.15140995,0.4212947525576223
E85003,NORTH END MEDICAL CENTRE,08C,19674,0,0,20,44,0,0,1,24.48290412,0.3542675951752717
E85004,ALBANY PRACTICE,07Y,7554,0,0,7,44,0,0,1,25.44316901,0.37798672569933844
E85005,"THE SURGERY, DR DASGUPTA & PARTNERS",08C,3349,0,1,1,44,0,0,1,36.47033804,0.32976046446877516
E85006,WATERSIDE MEDICAL CENTRE,07W,4707,0,0,2,44,0,0,1,34.33276635,0.4356757996522066
E85007,ST. MARGARETS PRACTICE,07Y,12804,0,0,6,44,0,0,1,14.11859222,0.5078605296910458
E85008,NORTH FULHAM SURGERY,08C,7744,0,0,10,44,0,0,1,25.65165354,0.3891147964396481
E85012,KS MEDICAL CENTRE,07W,4852,0,0,2,44,0,0,1,29.37607604,0.518462934850957
E85013,WESTSEVEN GP,07W,3980,0,0,3,44,0,0,1,22.22559684,0.36452067115603504
E85014,NORTHFIELDS SURGERY,07W,9470,0,0,5,44,0,0,1,10.69393728,0.4349264724815277
E85015,HOUNSLOW MEDICAL CENTRE,07Y,7310,0,0,3,44,0,0,1,22.97829564,0.43147509947573714
E85016,RICHFORD GATE MEDICAL CENTRE,08C,10604,0,0,13,44,0,0,1,25.88152179,0.30936664217159304
E85018,DR SOOD'S PRACTICE,07Y,2029,1,1,1,44,0,0,1,24.81600241,0.511517841274368
E85019,CROWN STREET SURGERY,07W,8746,0,0,6,44,0,0,1,29.40796351,0.3251653870528071
E85020,BROOK GREEN MEDICAL CENTRE,08C,13872,0,0,16,44,0,0,1,22.80363286,0.3386747145628312
E85021,YEADING MEDICAL CENTRE,07W,7023,0,0,3,44,0,0,1,30.45923612,0.5333730337684607
E85023,CHEPSTOW GARDENS MEDICAL CENTRE,07W,2613,1,1,1,44,0,0,1,27.96226971,0.5584332955271304
E85024,CARLTON SURGERY,07Y,5316,0,0,4,44,0,0,1,23.95383476,0.4266768483639545
E85025,CASSIDY ROAD MEDICAL CENTRE,08C,5553,0,0,2,44,0,0,1,22.71224237,0.41774768835108933
E85026,GORDON HOUSE SURGERY,07W,13007,0,0,12,44,0,0,1,19.2596392,0.37514922375058685
E85028,HILLCREST SURGERY,07W,8657,0,0,8,44,0,0,1,21.11906094,0.3680812857343477
E85029,"THE MEDICAL CENTRE, DR JEFFERIES & PARTN",08C,13742,0,0,12,44,0,0,1,20.39458822,0.36852680648466457
E85030,CHISWICK HEALTH PRACTICE,07Y,7135,0,0,4,44,0,0,1,14.774917,0.4132474564611425
E85032,ASHCHURCH SURGERY,08C,5019,0,0,3,44,0,0,1,26.62430903,0.3392941528342026
E85033,HAMMERSMITH SURGERY,08C,10254,0,0,6,44,0,0,1,25.35782819,0.2978040265009031
E85034,GROSVENOR HOUSE SURGERY,07W,6254,0,0,4,44,0,0,1,25.99286666,0.4346615119158381
E85035,MOUNT MEDICAL CENTRE,07Y,5121,0,0,2,44,0,0,1,27.11241724,0.4986547546849684
E85038,"THE SURGERY, DR MANGWANA & PARTNERS",08C,5237,0,0,4,44,0,0,1,14.11296966,0.3471895941571996
E85040,WEST4 GPS,07Y,9798,0,0,8,44,0,0,1,15.59314538,0.4057964622539667
E85041,HANWELL HEALTH CENTRE (NAISH),07W,5518,0,0,3,44,0,0,1,21.69091393,0.37264173967192216
E85042,THE NEW SURGERY,08C,5660,0,0,2,44,0,0,1,29.19061457,0.383525043922242
E85045,TWICKENHAM PARK MEDICAL CENTRE,07Y,3738,0,0,2,44,0,0,1,21.49276212,0.4968123835746896
E85046,EASTMEAD AVENUE SURGERY,07W,5916,0,0,4,44,0,0,1,24.34385513,0.36231844284059783
E85048,"DR CANISIUS & DR HASAN, PARKVIEW CFH&W",08C,6710,0,0,4,44,0,0,0,37.52647635,0.311967000394163
E85049,BELMONT MEDICAL CENTRE,07W,6952,0,1,1,44,0,0,1,32.75208674,0.5700335838584547
E85050,GREENFORD ROAD MED.CTR.,07W,7918,0,0,5,44,0,0,1,20.53569453,0.39608093279361173
E85051,GREENFORD AVENUE FHP,07W,6604,0,0,5,44,0,0,1,28.26801371,0.5186039031570215
E85052,CRANFORD MEDICAL CENTRE,07Y,6075,0,0,4,44,0,0,1,23.99472009,0.42236485443395555
E85053,THE MEDICAL CENTRE,07W,4012,0,1,1,44,0,0,1,25.34300388,0.48266843727133996
E85054,HILLVIEW SURGERY,07W,10483,0,0,4,44,0,0,1,16.74250137,0.4057144896274679
E85055,THE BUSH DOCTORS,08C,11845,0,0,8,44,0,0,1,31.47634549,0.3443856237539144
E85056,ST DAVIDS PRACTICE,07Y,7278,0,0,3,44,0,0,1,24.28136212,0.5996918589178325
E85057,QUEENS WALK PRACTICE,07W,10223,0,0,6,44,0,0,1,11.8046941,0.3779666167212082
E85058,BLUE WING FAMILY DOCTOR UNIT,07Y,7899,0,0,7,44,0,0,1,23.53637227,0.48047070637121286
E85059,CHESTNUT PRACTICE,07Y,9089,0,0,4,44,0,0,1,23.6867996,0.33397508665339626
E85060,KINGFISHER PRACTICE,07Y,6141,0,0,4,44,0,0,1,16.91117265,0.5029703743408256
E85061,WELCOME PRACTICE,07W,3261,0,1,1,44,0,0,1,31.73442783,0.40290360584764295
E85062,FIRSTCARE PRACTICE,07Y,11448,0,0,4,44,0,0,1,21.26112476,0.4467605785270306
E85064,WEST END SURGERY,07W,4465,0,0,4,44,0,0,1,29.73386162,0.5770997246043571
E85066,THE BEDFORD PARK SURGERY,07W,3557,0,0,3,44,0,0,1,12.93651187,0.2712883926365935
E85069,OLDFIELD FAMILY PRACTICE,07W,4255,0,0,3,44,0,0,1,24.78104893,0.5177866062614102
E85071,CLIFFORD HOUSE MEDICAL CENTRE,07Y,1719,1,1,1,44,0,0,1,24.84275478,0.4202751055804932
E85074,BROOK GREEN SURGERY,08C,4829,0,0,2,44,0,0,1,20.66833637,0.22394166366459298
E85075,CHISWICK FAMILY PRACTICE,07W,4362,0,0,3,44,0,0,1,21.52829274,0.4612291620610849
E85077,SHEPHERDS BUSH MEDICAL CENTRE,08C,3419,0,0,2,44,0,0,1,30.59197651,0.36598577738410426
E85083,DR SIVANESAN & PARTNER,07W,5718,0,0,5,44,0,0,1,28.44006642,0.5202369926336219
E85088,ELMBANK SURGERY,07W,3810,0,0,2,44,0,0,1,30.06280172,0.40927886328070234
E85090,HAMMOND ROAD SURGERY,07W,4224,0,0,2,44,0,0,1,27.91996233,0.553595895515493
E85091,BRUNSWICK ROAD MED.CTR.,07W,1661,1,0,2,44,0,0,1,21.0770209,0.2763611810765374
E85096,MEDICAL CENTRE,07W,8291,0,0,3,44,0,0,1,25.25473051,0.5099902358640783
E85098,ISLIP MANOR MEDICAL CENTRE,07W,4077,0,1,1,44,0,0,1,29.75157765,0.4988715631657346
E85099,THE AVENUE SURGERY,07W,3258,0,1,1,44,0,0,1,19.15323799,0.3995667362287023
E85103,LADY MARGARET ROAD MEDICAL CENTRE,07W,2972,1,1,1,44,0,0,1,29.05067103,0.5199074835519001
E85105,ALLENBY CLINIC,07W,1883,1,1,1,44,0,0,0,26.13693978,0.589011938519913
E85107,THE MILL HILL SURGERY,07W,7631,0,0,7,44,0,0,1,31.03203879,0.5177077157451874
E85108,MANDEVILLE MEDICAL CENTRE,07W,5170,0,0,3,44,0,0,1,26.14765551,0.3648472274357572
E85109,THE ACTON HEALTH CENTRE,07W,3420,0,1,1,44,0,0,1,32.075486,0.373411056885796
E85111,PERIVALE MEDICAL CLINIC,07W,4661,0,1,1,44,0,0,1,18.27432691,0.5022251726489181
E85112,ELMTREES SURGERY,07W,5070,0,0,3,44,0,0,1,14.95154708,0.3794265366075431
E85113,REDWOOD PRACTICE,07Y,7005,0,0,3,44,0,0,1,16.89965302,0.390324877180913
E85114,CROSSLANDS SURGERY,07Y,7682,0,0,6,44,0,0,1,24.25928604,0.4197631264701133
E85115,PENTELOW PRACTICE,07Y,3189,0,0,2,44,0,0,1,24.5068831,0.533524203227921
E85116,THE CUCKOO LANE PRACTICE,07W,5775,0,1,1,44,0,0,1,20.58665724,0.47943255719217287
E85118,THE FULHAM MEDICAL CENTRE,08C,7189,0,0,5,44,0,0,1,20.22812333,0.4719864495268339
E85119,THE MWH PRACTICE,07W,7989,0,0,4,44,0,0,1,27.99395225,0.5563812792871807
E85120,THE ARGYLE SURGERY,07W,8299,0,0,10,44,0,0,1,20.96759666,0.6534173718743856
E85121,GURU NANAK MEDICAL CENTRE,07W,11526,0,0,4,32,0,0,1,27.94277923,0.518066267317609
E85122,THE FLORENCE ROAD SURGERY,07W,15951,0,0,7,44,0,0,1,16.98522171,0.3727051386629427
E85123,THE CORFTON ROAD SURGERY,07W,7421,0,0,5,44,0,0,1,15.8574843,0.3511952627952733
E85124,GP AT HAND,08C,19104,0,0,15,31,0,0,1,31.01790876,0.35458103417911313
E85125,STERNDALE SURGERY,08C,4694,0,0,2,44,0,0,1,21.87568133,0.33342067621031096
E85126,GREEN PRACTICE,07Y,7454,0,0,2,28,0,0,1,23.955587,0.3967094313091248
E85127,THE BARNABAS MEDICAL CTRE,07W,9381,0,0,5,26,0,0,1,18.51429092,0.40077424115482635
E85128,SANDS END HEALTH CLINIC,08C,8953,0,0,15,25,0,0,1,19.69187685,0.3886765418347321
E85129,THE MANSELL ROAD PRACTICE,07W,5942,0,0,5,24,0,0,1,21.90538829,0.3624077333327819
E85130,CHISWICK FAMILY PRACTICE,07W,4197,0,0,4,19,0,0,1,20.00772039,0.4374226087413669
E85600,WILLOW PRACTICE,07Y,5015,0,0,6,44,0,0,1,16.59729629,0.4303709006445717
E85605,BRENTFORD GROUP PRACTICE,07Y,8293,0,0,7,44,0,0,1,24.96366002,0.39526957491941117
E85617,ACTON TOWN MEDICAL CENTRE,07W,3146,0,1,1,44,0,0,1,22.44137954,0.373219256224125
E85623,SOMERSET MEDICAL CENTRE,07W,1992,1,0,3,44,0,0,1,25.17137579,0.4265788496593179
E85624,"DR UPPAL & PARTN, PARKVIEW CTR FOR H&W",08C,6812,0,0,2,33,0,0,0,32.65681601,0.4325751616789467
E85625,CHISWICK FAMILY DRS PRACTICE,07Y,3800,0,0,3,44,0,0,1,15.85270539,0.2770795428890707
E85628,ELTHORNE PARK SURGERY,07W,8799,0,0,5,33,0,0,1,14.44265993,0.25076209314606474
E85630,WESTERN AVENUE SURGERY,07W,2971,1,1,1,44,0,0,1,29.82324835,0.34631012055562943
E85633,THE SOUTHALL MEDICAL CTR.,07W,7660,0,0,3,44,0,0,1,29.76039549,0.5117778261677578
E85635,THE VALE SURGERY,07W,5690,0,0,2,44,0,0,1,26.51092514,0.3766928903277124
E85636,PARK MEDICAL CENTRE,08C,9631,0,0,9,44,0,0,1,24.37516547,0.39438128579348575
E85640,THE CHURCHFIELD ROAD SURGERY,07W,3413,0,0,2,44,0,0,1,26.75795133,0.324898662418768
E85643,MEADOW VIEW,07W,5568,0,0,2,44,0,0,1,20.53384351,0.4901584389690409
E85649,FULHAM CROSS MEDICAL CENTRE,08C,2869,1,0,2,44,0,0,1,21.79364302,0.2045691816799641
E85656,SUNRISE MEDICAL CENTRE,07W,3814,0,0,2,44,0,0,1,30.66403933,0.4435288502184132
E85657,EALING PARK HEALTH CENTRE,07W,10082,0,0,6,33,0,0,1,19.85076491,0.37784874346253505
E85658,HOLLY ROAD MEDICAL CENTRE,07Y,4270,0,0,2,33,0,0,1,17.84835041,0.4463170575934919
E85659,"DR RK KUKAR, PARKVIEW CTR FOR H&W",08C,1909,1,1,1,44,0,0,0,37.62509711,0.3241866602499592
E85663,THE SALUJA CLINIC,07W,9602,0,0,2,44,0,0,1,31.25097895,0.5146680415157346
E85672,SALISBURY SURGERY,08C,1196,1,1,1,31,0,0,1,22.00371068,0.4143970999471385
E85677,THE HORN LANE SURGERY,07W,4608,0,1,1,44,0,0,1,27.01724228,0.2984830208855684
E85680,CLOISTER ROAD SURGERY,07W,10235,0,0,5,44,0,0,1,25.07415594,0.26348349717850783
E85681,JERSEY PRACTICE,07Y,8451,0,0,3,44,0,0,1,27.44720714,0.5140359683231477
E85682,DORMERS WELLS MEDICAL CENTRE,07W,6889,0,0,2,33,0,0,1,31.24586384,0.4216684177399441
E85683,GLEBE STREET SURGERY,07Y,4351,0,0,2,33,0,0,1,14.79469429,0.4098732901330597
E85685,THE LILYVILLE SURGERY,08C,8540,0,0,7,44,0,0,1,13.39867431,0.36160346313143954
E85687,ACTON LANE MEDICAL CENTRE,07W,1477,1,1,1,31,0,0,1,22.77466382,0.2953710186868368
E85692,WELLESLEY ROAD PRACTICE,07Y,7355,0,0,6,31,0,0,1,16.16340275,0.25532721391012364
E85693,GROVE PARK SURGERY,07Y,8042,0,0,6,30,0,0,1,16.03584025,0.3581085133066114
E85694,THE BOILEAU ROAD SURGERY,07W,3610,0,0,4,30,0,0,1,12.08157861,0.221957293008497
E85696,CLIFFORD ROAD SURGERY,07Y,8753,0,0,3,30,0,0,1,25.49040224,0.5701725266034902
E85697,GREENBROOK BEDFONT,07Y,5536,0,0,3,30,0,0,1,25.49940818,0.6233170059014878
E85699,GROVE VILLAGE MEDICAL CENTRE,07Y,5840,0,0,3,30,0,0,1,27.00833076,0.5315755671826629
E85707,SKYWAYS MEDICAL CENTRE,07Y,4529,0,0,2,28,0,0,1,24.76916659,0.7096241944929106
E85708,GILL MEDICAL PRACTICE,07Y,4577,0,1,1,28,0,0,1,23.72586096,0.33910395919777425
E85712,GOODCARE PRACTICE,07W,7090,0,1,1,27,0,0,0,31.32766208,0.3811157921797487
E85713,HOUNSLOW FAMILY PRACTICE,07Y,3955,0,1,1,27,0,0,1,21.87754891,0.34340640737965755
E85714,THE PITSHANGER LANE SURGERY,07W,3157,0,0,3,27,0,0,1,13.18177319,0.4739132610613414
E85715,BROADMEAD SURGERY,07W,4335,0,0,5,27,0,0,0,32.07601249,0.30282749046839275
E85716,BATH ROAD SURGERY,07Y,10008,0,0,3,27,0,0,1,24.13498653,0.3095947879513374
E85718,HATTON MEDICAL PRACTICE,07Y,4536,0,0,4,26,0,0,1,22.92336536,0.4302149138429327
E85719,ASHVILLE SURGERY,08C,11742,0,0,6,25,0,0,1,15.28595399,0.2551476683740797
E85721,THE TOWN SURGERY,07W,2215,1,1,1,25,0,0,1,28.730158,0.16166542659654565
E85723,NORTHOLT FAMILY PRACTICE,07W,4195,0,1,1,25,0,0,0,31.86411056,0.7210404214611892
E85725,THE GROVE MEDICAL PRACTICE,07W,7074,0,0,4,25,0,0,1,22.56643388,0.21707547126407892
E85726,MATTOCK LANE HEALTH CENTRE,07W,2889,1,1,1,25,0,0,1,21.51150513,0.31521644830578033
E85734,QUEENS PARK MEDICAL PRACTICE,07Y,4878,0,0,2,23,0,0,1,24.37876133,0.41243568422537596
E85735,BRENTFORD FAMILY PRACTICE,07Y,3812,0,0,3,23,0,0,1,24.49747042,0.4502968517795007
E85736,LITTLE PARK SURGERY,07Y,6223,0,0,5,23,0,0,1,26.26202554,0.4347627814712169
E85739,HMC HEALTH HESTON GREAT WEST,07Y,9115,0,0,4,22,0,0,1,24.73170319,0.528161736096836
E85740,THE LYNWOOD SURGERY,07W,2372,1,1,1,21,0,0,1,21.72658259,0.25987944388916
E85743,ST. GEORGES MEDICAL CTR.,07W,3095,0,1,1,20,0,0,1,26.82762097,0.4056683347557583
E85744,ARGYLE HEALTH-ISLEWORTH PRACTICE,07Y,10493,0,0,19,20,0,0,1,22.59643594,0.37618565176146423
E85745,JUBILEE GARDENS MEDICAL CENTRE,07W,6868,0,0,4,19,0,0,1,27.5258049,0.5196724411002385
E85746,GROVE PARK TERRACE SURGERY,07Y,3903,0,0,2,19,0,0,1,16.81466835,0.234755122877155
E85748,"THE MEDICAL CENTRE, DR KUKAR",08C,6846,0,0,2,18,0,0,1,29.89824541,0.28717412143932475
E85750,SPRING GROVE MEDICAL PRACTICE,07Y,7495,0,0,4,17,0,0,1,18.96513151,0.4364320671814426
E86001,MOUNTWOOD SURGERY,08G,11730,0,0,8,44,0,0,1,9.363737185,0.3724816967636179
E86003,KINGSWAY SURGERY,08G,4482,0,0,2,44,0,0,1,27.50397831,0.3952046383063976
E86004,THE MEDICAL CENTRE,08G,9993,0,1,1,44,0,0,1,26.16971745,0.5304844976450968
E86005,THE OAKLAND MEDICAL CENTRE,08G,6974,0,0,3,44,0,0,1,13.61667908,0.5401980571703476
E86006,THE DEVONSHIRE LODGE PRACTICE,08G,7725,0,0,6,44,0,0,1,8.86430761,0.4589026761672542
E86007,HAREFIELD PRACTICE,08G,9234,0,0,7,44,0,0,1,17.31209221,0.5736134452958712
E86009,BELMONT MEDICAL CENTRE,08G,7924,0,0,5,44,0,0,1,15.70843195,0.3797765223694884
E86010,YIEWSLEY FAMILY PRACTICE,08G,12133,0,0,3,44,0,0,1,27.05682594,0.5804234568653718
E86011,OXFORD DRIVE MEDICAL CENTRE,08G,6098,0,0,3,44,0,0,1,8.415079515,0.3810227676522968
E86012,WOOD LANE MEDICAL CENTRE,08G,11664,0,0,7,44,0,0,1,8.288593041,0.5244220249070618
E86014,CEDARS MEDICAL CENTRE,08G,5134,0,0,3,44,0,0,1,8.491781081,0.5114585580610789
E86015,CENTRAL UXBRIDGE SURGERY,08G,15864,0,0,7,44,0,0,1,16.69342432,0.5019164152893104
E86016,THE PINE MEDICAL CENTRE,08G,6199,0,0,4,44,0,0,1,21.47339182,0.3702902504097436
E86017,HAYES MEDICAL CENTRE,08G,12824,0,0,6,44,0,0,1,24.80000711,0.5292371521153837
E86018,TOWNFIELD DOCTORS SURGERY,08G,9063,0,0,3,44,0,0,1,26.74543282,0.5032793457168986
E86019,THE WARREN PRACTICE,08G,7032,0,0,4,44,0,0,1,24.60108182,0.4729457843052041
E86020,YEADING COURT SURGERY,08G,4981,0,0,2,44,0,0,1,28.00893468,0.5904897510624794
E86022,THE ABBOTSBURY PRACTICE,08G,6533,0,0,4,44,0,0,1,7.967842784,0.38155352426271294
E86024,KING EDWARDS MEDICAL CENTRE,08G,5054,0,0,3,44,0,0,1,7.595748262,0.42064196615123406
E86026,PARKVIEW SURGERY,08G,6295,0,0,3,44,0,0,1,24.68447807,0.5516724182374283
E86027,OTTERFIELD MEDICAL CENTRE,08G,7078,0,0,6,44,0,0,1,26.86467748,0.6599238909643246
E86028,EASTBURY SURGERY,08G,7965,0,0,4,44,0,0,1,7.783340439,0.5907045718800276
E86029,CEDAR BROOK PRACTICE,08G,10377,0,0,7,44,0,0,1,22.51547363,0.5264087852534208
E86030,BRUNEL MEDICAL CENTRE,08G,11069,0,0,4,44,0,0,1,12.83379682,0.17476091059397722
E86033,ST MARTINS MEDICAL CENTRE,08G,5994,0,0,5,44,0,0,1,8.569465823,0.5467732824513871
E86034,CHURCH ROAD SURGERY,08G,2524,1,1,1,44,0,0,1,18.53046092,0.38375945432695535
E86036,HILLINGDON HEALTH CENTRE,08G,7617,0,0,6,44,0,0,1,11.99412043,0.6080633331709341
E86038,GLENDALE MEDICAL CENTRE,08G,6620,0,0,4,44,0,0,1,21.50738566,0.48891176360295985
E86041,ACRE SURGERY,08G,5117,0,0,6,30,0,0,1,12.37602817,0.3579588458161023
E86042,THE HIGH STREET PRACTICE,08G,6636,0,0,4,24,0,0,1,26.13660683,0.5500655578427682
E86605,LADYGATE LANE MEDICAL PRACTICE,08G,2182,1,1,1,44,0,0,1,12.14507722,0.47195664029234446
E86609,NORTH HYDE ROAD SURGERY,08G,3379,0,0,2,44,0,0,1,25.20840679,0.48718028230767035
E86610,WILLOW TREE SURGERY,08G,3581,0,1,1,34,0,0,1,26.95840611,0.4349666710798797
E86612,SHAKESPEARE HEALTH CENTRE,08G,4108,0,0,4,34,0,0,1,23.21463847,0.3415605922165386
E86615,ACREFIELD SURGERY,08G,2554,1,0,4,44,0,0,1,13.94844049,0.438590094446816
E86618,CAREPOINT PRACTICE,08G,7209,0,0,2,33,0,0,1,12.48914894,0.2659772020078392
E86619,WALLASEY MEDICAL CENTRE,08G,2892,1,1,1,31,0,0,1,6.689453807,0.3728511677751823
E86620,WEST LONDON MEDICAL CENTRE,08G,4597,0,1,1,44,0,0,1,22.74826105,0.4329740402288713
E86625,KINCORA DOCTORS SURGERY,08G,3091,0,0,2,44,0,0,1,27.11887751,0.4835385642042841
E86626,QUEENS WALK MEDICAL CENTRE,08G,6406,0,0,4,30,0,0,1,9.513707617,0.3227616390288065
E86629,DR MLR SIDDIQUI'S PRACTICE,08G,3596,0,1,1,30,0,0,1,12.34615017,0.47882034863816264
E86632,ACORN MEDICAL CENTRE,08G,6159,0,1,1,28,0,0,1,16.4418794,0.4402009095602888
E86637,HEATHROW MEDICAL CENTRE,08G,5933,0,0,2,22,0,0,1,23.98196107,0.551914608380454
E86640,SOUTHCOTE CLINIC,08G,3968,0,0,3,16,0,0,1,8.919734116,0.6201075960777888
E87002,VICTORIA MEDICAL CENTRE,09A,15409,0,0,6,44,0,0,1,24.87851189,0.34661123296642626
E87003,NORTH KENSINGTON MEDICAL CENTRE,08Y,4763,0,0,3,44,0,0,1,35.0663841,0.2755255976054997
E87004,THE REDCLIFFE SURGERY,08Y,10632,0,0,11,44,0,0,1,21.58080532,0.24630094030163582
E87005,BELGRAVIA SURGERY,09A,7420,0,0,3,44,0,0,1,19.89243541,0.32341698369495825
E87006,LITTLE VENICE MEDICAL CENTRE,09A,4735,0,0,4,44,0,0,1,33.30284226,0.31585318809928387
E87007,WESTBOURNE GROVE MEDICAL CENTRE,08Y,8095,0,0,4,44,0,0,1,27.27407981,0.24591255818811097
E87008,PADDINGTON GREEN HEALTH CENTRE,09A,9530,0,0,11,44,0,0,1,42.50485696,0.3827807944536865
E87009,THE GARWAY MEDICAL PRACTICE,08Y,4117,0,0,5,44,0,0,1,26.87793876,0.2794273252916196
E87010,MAIDA VALE MEDICAL CENTRE,09A,7228,0,0,2,44,0,0,1,25.44327157,0.18726891100235918
E87011,LISSON GROVE HEALTH CENTRE,09A,7429,0,0,6,44,0,0,1,43.66909449,0.355054994045342
E87013,STANHOPE MEWS SURGERY,08Y,10872,0,0,5,44,0,0,1,15.43401431,0.28010327805838475
E87016,HOLLAND PARK SURGERY,08Y,8488,0,0,12,44,0,0,1,18.3615332,0.28841821383809935
E87021,SHIRLAND ROAD MEDICAL CENTRE,08Y,3882,0,0,3,44,0,0,1,35.73928845,0.2690503303299442
E87024,THE GOLBORNE MEDICAL CENTRE,08Y,5122,0,0,4,44,0,0,1,42.93632676,0.3399328257414307
E87026,MEANWHILE GARDEN MEDICAL CENTRE,08Y,2826,1,0,2,44,0,0,1,40.20559435,0.4213683106199904
E87029,PORTLAND ROAD PRACTICE,08Y,8635,0,0,7,44,0,0,1,25.58505406,0.3382428855508894
E87034,PIMLICO HEALTH AT THE MARVEN SURGERY,09A,14157,0,0,9,44,0,0,1,27.79154707,0.3846227231452547
E87037,CONNAUGHT SQUARE PRACTICE,09A,7154,0,0,3,44,0,0,1,25.60872313,0.26076121260731017
E87038,ELGIN CLINIC,08Y,4458,0,0,5,44,0,0,1,38.30058322,0.48854687452939505
E87043,EMPEROR'S GATE CENTRE FOR HEALTH,08Y,6755,0,0,3,44,0,0,1,15.58563355,0.2137519538202854
E87045,COVENT GARDEN MEDICAL CENTRE,09A,2889,1,1,1,44,0,0,1,28.12986755,0.41123190655256175
E87046,THE RANDOLPH SURGERY,09A,8457,0,0,7,44,0,0,1,24.90372324,0.2660345178435366
E87047,EARLS COURT MEDICAL CENTRE,08Y,4971,0,0,2,44,0,0,1,27.77046623,0.2512612337907056
E87048,ROSARY GARDEN SURGERY,08Y,3102,0,0,2,44,0,0,1,15.70082881,0.3153985238721335
E87050,THE PRACTICE BEACON,08Y,2177,1,0,3,44,0,0,1,34.61394016,0.2770665643736651
E87052,CROMPTON MEDICAL CENTRE,09A,3103,0,1,1,44,0,0,1,39.71372795,0.38851593167815424
E87061,THE PEMBRIDGE VILLAS SURGERY,08Y,10294,0,0,5,44,0,0,1,21.25830578,0.30157238031789946
E87063,KINGS ROAD MEDICAL CENTRE,08Y,10968,0,0,6,44,0,0,1,24.17363135,0.28068515581394504
E87065,THE NOTTING HILL MEDICAL CENTRE,08Y,2965,1,0,3,44,0,0,1,34.98743923,0.4122272132718443
E87066,FITZROVIA MEDICAL CENTRE,09A,7632,0,0,6,31,0,0,1,21.98464697,0.22720305089392795
E87067,COLVILLE HEALTH CENTRE,08Y,10328,0,0,4,44,0,0,1,35.12710465,0.28083415758906954
E87069,SOHO CENTRE FOR HEALTH AND CARE,09A,3096,0,0,3,29,0,0,1,27.07845743,0.20689720345147045
E87070,CRAWFORD STREET SURGERY,09A,5240,0,0,4,29,0,0,1,22.01638542,0.22726121729284313
E87609,ST JOHNS WOOD MEDICAL PRACTICE,09A,17084,0,0,7,44,0,0,1,17.17289528,0.3541536645809436
E87637,GRAND UNION HEALTH CENTRE,08Y,10426,0,0,9,44,0,0,1,39.33647868,0.35048366534511427
E87648,MAYFAIR MEDICAL CENTRE,09A,2226,1,0,2,44,0,0,1,18.48345326,0.2855732729817558
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE,09A,3228,0,0,2,44,0,0,1,28.44897031,0.34950796042594307
E87665,THE CHELSEA PRACTICE,08Y,4922,0,0,2,44,0,0,1,16.39851755,0.26380800234928425
E87677,IMPERIAL COLLEGE HEALTH CENTRE,09A,15863,0,0,7,44,0,0,1,18.82435115,0.15025761316998323
E87681,NEWTON MEDICAL CENTRE,09A,11157,0,0,6,44,0,0,1,28.35643822,0.32863551735199287
E87691,WESTMINSTER SCHOOL,09A,228,1,1,1,44,0,0,1,,0.22650837164841536
E87694,THE ROYAL MEWS SURGERY,09A,266,1,1,1,44,0,0,1,,0.6050604976511923
