Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/measure/ktt9_antibiotics/practice/E82073/,5,2,00:00:24,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/M87041/,5,2,00:01:27,0,0.00%,20.00%,$0.00
/measure/ktt9_antibiotics/practice/P83605/,5,5,00:06:54,2,100.00%,80.00%,$0.00
/measure/ktt9_cephalosporins/practice/C83038/,5,3,00:00:57,0,0.00%,0.00%,$3.33
/measure/ktt9_cephalosporins/practice/D82084/,5,3,00:00:18,0,0.00%,0.00%,$0.00
/measure/ktt9_cephalosporins/practice/K82078/,5,5,00:01:28,0,0.00%,40.00%,$6.00
/measure/ktt9_cephalosporins/practice/P81096/,5,3,00:03:11,0,0.00%,20.00%,$3.33
/measure/ktt9_cephalosporins/practice/Y01132/,5,3,00:03:15,1,100.00%,20.00%,$3.33
/measure/opioidper1000/practice/M81616/,5,4,00:00:59,3,33.33%,40.00%,$0.00
/measure/opioidspercent/practice/L81033/,5,3,00:01:11,1,100.00%,20.00%,$3.33
/measure/opioidspercent/practice/M81072/,5,3,00:03:11,0,0.00%,0.00%,$3.33
/measure/saba/practice/P88632/,5,3,00:07:07,1,0.00%,20.00%,$10.00
/measure/statinintensity/practice/L83026/,5,4,00:13:58,0,0.00%,40.00%,$5.00
/measure/statins/practice/C83022/,5,5,00:00:49,1,100.00%,20.00%,$6.00
/measure/vitb/practice/D81012/,5,5,00:00:47,0,0.00%,0.00%,$2.00
/practice/A81027/,5,4,00:04:22,0,0.00%,0.00%,$7.50
/practice/A81058/,5,5,00:00:09,4,100.00%,80.00%,$2.00
/practice/A82621/,5,5,00:00:42,4,100.00%,80.00%,$0.00
/practice/A83006/,5,4,00:00:23,0,0.00%,0.00%,$2.50
/practice/A84022/,5,5,00:00:41,5,80.00%,80.00%,$0.00
/practice/A85007/,5,4,00:00:20,2,50.00%,40.00%,$6.25
/practice/A85008/,5,2,00:02:27,2,0.00%,20.00%,$5.00
/practice/A87006/,5,5,00:00:19,2,100.00%,40.00%,$0.00
/practice/A87020/,5,3,00:01:50,0,0.00%,20.00%,$0.00
/practice/A88009/,5,4,00:01:02,3,33.33%,60.00%,$2.50
/practice/A88010/,5,5,00:00:00,3,100.00%,100.00%,$2.00
/practice/A89038/,5,4,00:00:16,0,0.00%,20.00%,$0.00
/practice/B81011/,5,3,00:00:51,2,100.00%,40.00%,$3.33
/practice/B81043/,5,2,00:00:51,1,100.00%,20.00%,$10.00
/practice/B81061/,5,4,00:00:20,2,100.00%,40.00%,$5.00
/practice/B81068/,5,5,00:00:12,3,100.00%,60.00%,$4.00
/practice/B81085/,5,4,00:01:00,2,50.00%,40.00%,$5.00
/practice/B82026/,5,3,00:00:32,0,0.00%,0.00%,$6.67
/practice/B82046/,5,3,00:03:13,2,100.00%,60.00%,$3.33
/practice/B83018/,5,4,00:05:21,3,66.67%,80.00%,$0.00
/practice/B83052/,5,5,00:00:00,2,100.00%,100.00%,$4.00
/practice/B84005/,5,3,00:06:54,3,0.00%,20.00%,$6.67
/practice/B84010/,5,3,00:05:33,1,0.00%,20.00%,$6.67
/practice/B85027/,5,5,00:01:40,0,0.00%,40.00%,$4.00
/practice/B86010/,5,4,00:00:53,0,0.00%,60.00%,$5.00
/practice/B86047/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/B86068/,5,5,00:00:21,2,100.00%,80.00%,$2.00
/practice/B86075/,5,5,00:00:42,1,100.00%,80.00%,$2.00
/practice/B86075/?sortBySavings=1,5,2,00:00:43,2,50.00%,40.00%,$5.00
/practice/B86673/,5,4,00:05:30,0,0.00%,40.00%,$5.00
/practice/B87013/,5,5,00:00:50,3,100.00%,60.00%,$2.00
/practice/B87039/,5,3,00:01:27,1,100.00%,20.00%,$3.33
/practice/C82005/,5,3,00:01:00,2,50.00%,20.00%,$6.67
/practice/C82042/#ktt9_cephalosporins,5,5,00:00:12,4,75.00%,80.00%,$0.00
/practice/C82092/,5,4,00:05:53,1,100.00%,20.00%,$2.50
/practice/C83008/,5,4,00:03:54,3,100.00%,80.00%,$0.00
/practice/C83018/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/C83039/,5,3,00:00:28,0,0.00%,20.00%,$0.00
/practice/C84023/,5,4,00:00:57,0,0.00%,20.00%,$2.50
/practice/C84033/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/C84135/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/C86015/,5,5,00:02:13,2,50.00%,40.00%,$6.00
/practice/C88035/,5,2,00:02:27,1,100.00%,20.00%,$5.00
/practice/C88092/,5,4,00:00:15,0,0.00%,0.00%,$7.50
/practice/D81007/,5,3,00:03:20,0,0.00%,20.00%,$3.33
/practice/D81009/,5,3,00:01:34,1,0.00%,0.00%,$6.67
/practice/D81026/,5,5,00:01:48,2,50.00%,40.00%,$2.00
/practice/D81041/,5,2,00:00:43,1,0.00%,40.00%,$10.00
/practice/D81650/,5,5,00:00:14,5,60.00%,60.00%,$0.00
/practice/D82001/,5,5,00:00:00,3,100.00%,100.00%,$0.00
/practice/D82008/,5,4,00:03:43,0,0.00%,20.00%,$8.75
/practice/D82010/,5,4,00:22:57,1,100.00%,60.00%,$5.00
/practice/D82045/,5,5,00:01:19,1,100.00%,20.00%,$2.00
/practice/D82049/,5,3,00:01:08,0,0.00%,20.00%,$6.67
/practice/D82085/,5,5,00:01:19,1,100.00%,40.00%,$6.00
/practice/D83012/#ktt9_cephalosporins,5,4,00:02:01,1,100.00%,40.00%,$2.50
/practice/D83033/,5,1,00:00:57,0,0.00%,20.00%,$10.00
/practice/D83034/,5,5,00:05:30,0,0.00%,60.00%,$2.00
/practice/D83051/measures/,5,2,00:00:37,1,100.00%,20.00%,$0.00
/practice/D83056/measures/,5,2,00:01:18,1,0.00%,0.00%,$5.00
/practice/E81016/,5,3,00:02:08,1,100.00%,40.00%,$6.67
/practice/E82001/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/E82031/,5,3,00:00:31,0,0.00%,0.00%,$3.33
/practice/E82073/,5,2,00:00:33,0,0.00%,0.00%,$10.00
/practice/E82074/,5,4,00:00:52,0,0.00%,40.00%,$0.00
/practice/E82084/measures/?tags=lowpriority,5,1,00:01:04,0,0.00%,20.00%,$0.00
/practice/E82094/,5,2,00:00:21,2,50.00%,40.00%,$5.00
/practice/E82104/,5,5,00:04:57,3,66.67%,40.00%,$2.00
/practice/E83003/,5,4,00:00:39,2,100.00%,60.00%,$0.00
/practice/E83025/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/E83039/,5,3,00:02:52,0,0.00%,0.00%,$6.67
/practice/E83632/price_per_unit/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/E84044/,5,5,00:00:50,4,75.00%,80.00%,$0.00
/practice/E84706/,5,3,00:01:46,3,66.67%,60.00%,$3.33
/practice/E85029/measures/,5,3,00:01:39,2,0.00%,0.00%,$3.33
/practice/E85723/,5,2,00:00:17,1,0.00%,20.00%,$5.00
/practice/E86005/,5,3,00:00:31,3,33.33%,40.00%,$0.00
/practice/E86632/,5,3,00:01:26,1,0.00%,40.00%,$3.33
/practice/E87008/#ktt9_cephalosporins,5,5,00:05:29,5,80.00%,80.00%,$0.00
/practice/E87070/,5,2,00:00:07,1,100.00%,40.00%,$12.50
/practice/F81007/,5,3,00:00:33,2,50.00%,40.00%,$3.33
/practice/F81030/,5,5,00:02:38,3,100.00%,60.00%,$4.00
/practice/F81040/,5,4,00:00:15,1,100.00%,40.00%,$5.00
/practice/F81044/,5,2,00:00:34,0,0.00%,0.00%,$20.00
/practice/F81099/,5,5,00:01:09,1,100.00%,60.00%,$6.00
/practice/F81661/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/F81670/,5,2,00:03:31,0,0.00%,0.00%,$10.00
/practice/F82018/,5,5,00:00:25,2,100.00%,40.00%,$6.00
/practice/F82023/,5,2,00:00:53,1,0.00%,40.00%,$5.00
/practice/F83010/,5,4,00:07:27,2,50.00%,60.00%,$2.50
/practice/F83021/,5,5,00:00:44,2,100.00%,80.00%,$0.00
/practice/F83615/,5,1,00:05:22,0,0.00%,20.00%,$0.00
/practice/F83635/,5,2,00:00:21,1,100.00%,20.00%,$0.00
/practice/F83680/,5,2,00:00:34,0,0.00%,20.00%,$5.00
/practice/F83681/,5,3,00:00:11,1,100.00%,60.00%,$0.00
/practice/F84014/,5,4,00:03:09,1,100.00%,20.00%,$7.50
/practice/F84021/,5,5,00:00:00,3,100.00%,100.00%,$0.00
/practice/F84034/,5,1,00:04:09,0,0.00%,0.00%,$10.00
/practice/F84069/,5,3,00:00:55,0,0.00%,20.00%,$6.67
/practice/F84659/,5,4,00:00:14,4,75.00%,60.00%,$2.50
/practice/F84718/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/F85002/,5,4,00:02:29,0,0.00%,20.00%,$1.25
/practice/F85029/,5,5,00:00:27,0,0.00%,40.00%,$8.00
/practice/F85032/,5,3,00:00:19,0,0.00%,0.00%,$5.00
/practice/F85656/,5,4,00:02:50,0,0.00%,40.00%,$5.00
/practice/F86022/,5,4,00:02:20,1,100.00%,20.00%,$5.00
/practice/F86616/,5,4,00:02:16,2,50.00%,40.00%,$2.50
/practice/G81034/,5,2,00:01:05,0,0.00%,40.00%,$10.00
/practice/G81084/measures/,5,5,00:09:44,1,100.00%,80.00%,$2.00
/practice/G81095/,5,4,00:00:06,2,100.00%,60.00%,$2.50
/practice/G82018/#ktt9_cephalosporins,5,2,00:00:46,1,0.00%,0.00%,$5.00
/practice/G82042/,5,3,00:01:58,0,0.00%,0.00%,$15.00
/practice/G82071/,5,3,00:01:02,0,0.00%,40.00%,$10.00
/practice/G82099/price_per_unit/?date=2018-02-01,5,1,00:00:36,0,0.00%,0.00%,$20.00
/practice/G82124/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/G82143/,5,5,00:01:04,3,100.00%,80.00%,$0.00
/practice/G82225/,5,4,00:04:09,2,50.00%,60.00%,$0.00
/practice/G83057/,5,4,00:00:32,2,0.00%,40.00%,$2.50
/practice/G85004/,5,2,00:00:19,2,50.00%,40.00%,$5.00
/practice/G85032/,5,2,00:02:27,1,0.00%,40.00%,$5.00
/practice/G85094/,5,4,00:00:19,0,0.00%,0.00%,$5.00
/practice/G85112/,5,3,00:02:43,3,33.33%,40.00%,$3.33
/practice/G85705/price_per_unit/,5,2,00:00:12,0,0.00%,0.00%,$5.00
/practice/G85723/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/H81009/,5,5,00:00:27,4,100.00%,80.00%,$0.00
/practice/H81035/,5,5,00:02:38,1,100.00%,60.00%,$2.00
/practice/H81077/,5,5,00:02:06,1,100.00%,40.00%,$2.00
/practice/H81091/,5,4,00:00:56,0,0.00%,60.00%,$2.50
/practice/H81118/,5,4,00:00:13,4,75.00%,80.00%,$0.00
/practice/H81618/,5,3,00:02:05,0,0.00%,0.00%,$0.00
/practice/H81658/,5,5,00:00:39,5,80.00%,80.00%,$0.00
/practice/H82053/,5,1,00:02:44,0,0.00%,20.00%,$10.00
/practice/H83028/,5,4,00:05:16,1,0.00%,40.00%,$5.00
/practice/H83030/,5,3,00:00:40,3,66.67%,60.00%,$0.00
/practice/H83611/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/H83616/,5,5,00:00:54,4,100.00%,80.00%,$2.00
/practice/H84005/,5,3,00:00:15,1,100.00%,20.00%,$0.00
/practice/H84017/,5,4,00:01:38,0,0.00%,20.00%,$5.00
/practice/H85020/#ktt9_cephalosporins,5,4,00:00:23,4,25.00%,20.00%,$2.50
/practice/H85072/,5,5,00:20:42,5,80.00%,80.00%,$0.00
/practice/H85104/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/H85643/,5,5,00:04:55,5,60.00%,60.00%,$0.00
/practice/J81029/,5,2,00:00:19,1,0.00%,0.00%,$5.00
/practice/J81031/,5,3,00:07:29,1,0.00%,20.00%,$5.00
/practice/J81068/,5,3,00:01:57,0,0.00%,20.00%,$13.33
/practice/J82009/,5,1,00:04:15,1,0.00%,20.00%,$10.00
/practice/J82050/,5,4,00:01:19,0,0.00%,60.00%,$2.50
/practice/J82064/,5,4,00:05:40,1,100.00%,20.00%,$5.00
/practice/J82102/,5,2,00:01:42,0,0.00%,40.00%,$10.00
/practice/J82120/,5,3,00:01:03,0,0.00%,20.00%,$10.00
/practice/J82146/,5,5,00:00:24,1,100.00%,40.00%,$4.00
/practice/J82186/,5,3,00:00:54,3,66.67%,60.00%,$3.33
/practice/J82196/,5,4,00:00:43,1,100.00%,20.00%,$5.00
/practice/J83005/,5,5,00:00:18,3,100.00%,80.00%,$2.00
/practice/J83033/,5,5,00:02:32,4,100.00%,80.00%,$4.00
/practice/J83035/,5,4,00:00:29,1,100.00%,60.00%,$2.50
/practice/J83603/,5,4,00:00:12,4,75.00%,80.00%,$0.00
/practice/K81052/,5,3,00:00:37,2,50.00%,60.00%,$3.33
/practice/K81636/,5,5,00:00:10,2,100.00%,80.00%,$0.00
/practice/K82016/,5,2,00:01:17,0,0.00%,0.00%,$20.00
/practice/K82031/measures/,5,3,00:00:36,0,0.00%,20.00%,$11.67
/practice/K83015/,5,2,00:00:27,0,0.00%,0.00%,$10.00
/practice/K83068/#ktt9_cephalosporins,5,3,00:00:22,2,0.00%,20.00%,$10.00
/practice/K84001/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/K84006/,5,4,00:00:23,0,0.00%,20.00%,$5.00
/practice/K84030/,5,3,00:00:46,1,0.00%,20.00%,$3.33
/practice/K84059/,5,5,00:03:32,2,100.00%,60.00%,$6.00
/practice/K84063/#ktt9_cephalosporins,5,3,00:00:21,3,33.33%,40.00%,$6.67
/practice/K84608/,5,3,00:01:41,0,0.00%,0.00%,$10.00
/practice/K84610/,5,4,00:00:05,1,100.00%,20.00%,$5.00
/practice/L81007/,5,4,00:00:32,1,100.00%,40.00%,$5.00
/practice/L81023/,5,4,00:00:10,1,100.00%,40.00%,$3.75
/practice/L81051/measures/?tags=antimicrobial,5,3,00:01:14,0,0.00%,60.00%,$0.00
/practice/L81051/measures/?tags=pain,5,3,00:00:44,0,0.00%,0.00%,$6.67
/practice/L81053/price_per_unit/,5,2,00:00:27,0,0.00%,0.00%,$5.00
/practice/L81075/,5,4,00:00:11,1,0.00%,0.00%,$10.00
/practice/L81075/measures/,5,4,00:01:01,0,0.00%,20.00%,$10.00
/practice/L81081/,5,4,00:00:27,0,0.00%,0.00%,$7.50
/practice/L81098/,5,2,00:00:43,0,0.00%,20.00%,$10.00
/practice/L81622/,5,5,00:00:26,0,0.00%,20.00%,$6.00
/practice/L81644/,5,3,00:00:48,0,0.00%,0.00%,$6.67
/practice/L82026/,5,3,00:00:36,0,0.00%,60.00%,$6.67
/practice/L82058/,5,5,00:06:52,0,0.00%,40.00%,$8.00
/practice/L83003/price_per_unit/,5,2,00:03:41,0,0.00%,20.00%,$0.00
/practice/L83004/,5,3,00:00:22,2,0.00%,60.00%,$0.00
/practice/L83008/,5,5,00:00:28,1,100.00%,20.00%,$2.00
/practice/L83025/,5,3,00:08:59,0,0.00%,60.00%,$3.33
/practice/L83026/?tags=opioids,5,2,00:01:44,0,0.00%,0.00%,$0.00
/practice/L83026/measures/?tags=opioids,5,2,00:10:02,0,0.00%,0.00%,$0.00
/practice/L83046/#ktt9_uti_antibiotics,5,3,00:05:29,2,0.00%,20.00%,$3.33
/practice/L83069/price_per_unit/,5,2,00:05:12,0,0.00%,20.00%,$10.00
/practice/L83079/,5,2,00:02:10,2,0.00%,20.00%,$10.00
/practice/L83105/measures/,5,3,00:00:42,0,0.00%,0.00%,$3.33
/practice/L83111/price_per_unit/,5,5,00:06:19,3,66.67%,40.00%,$0.00
/practice/L83116/,5,4,00:01:06,1,100.00%,40.00%,$5.00
/practice/L84017/price_per_unit/,5,4,00:06:30,1,0.00%,20.00%,$5.00
/practice/L84032/,5,3,00:02:35,0,0.00%,20.00%,$6.67
/practice/L84038/,5,4,00:03:26,0,0.00%,20.00%,$5.00
/practice/L84072/0602010M0AAADAD/price_per_unit/?date=2018-05-01,5,3,00:00:26,0,0.00%,0.00%,$3.33
/practice/L84073/,5,4,00:00:32,0,0.00%,0.00%,$17.50
/practice/L85015/,5,5,00:01:04,3,100.00%,60.00%,$6.00
/practice/L85019/,5,3,00:03:55,1,0.00%,20.00%,$10.00
/practice/L85024/,5,3,00:02:09,2,100.00%,40.00%,$3.33
/practice/L85044/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/L85050/,5,4,00:06:57,0,0.00%,40.00%,$5.00
/practice/L85055/,5,5,00:01:08,1,100.00%,40.00%,$7.00
/practice/L85062/,5,3,00:05:07,0,0.00%,60.00%,$3.33
/practice/L85611/,5,2,00:00:49,1,0.00%,20.00%,$10.00
/practice/M81001/,5,4,00:00:29,0,0.00%,20.00%,$6.25
/practice/M81003/,5,3,00:00:10,0,0.00%,40.00%,$0.00
/practice/M81016/,5,2,00:00:26,0,0.00%,0.00%,$5.00
/practice/M81026/,5,5,00:00:04,4,100.00%,80.00%,$0.00
/practice/M81068/?tags=lowpriority,5,4,00:00:46,0,0.00%,0.00%,$5.00
/practice/M81084/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/M81087/,5,4,00:00:13,1,0.00%,60.00%,$2.50
/practice/M81600/#ktt9_cephalosporins,5,2,00:05:26,1,0.00%,20.00%,$10.00
/practice/M81617/,5,4,00:00:22,0,0.00%,0.00%,$5.00
/practice/M83042/,5,5,00:03:38,3,66.67%,60.00%,$2.00
/practice/M83054/,5,5,00:02:19,2,50.00%,60.00%,$3.00
/practice/M84003/,5,5,00:03:42,0,0.00%,20.00%,$6.00
/practice/M84006/,5,4,00:00:32,0,0.00%,0.00%,$5.00
/practice/M84012/,5,3,00:00:26,1,100.00%,20.00%,$8.33
/practice/M84069/,5,4,00:00:23,2,0.00%,20.00%,$0.00
/practice/M84629/,5,5,00:19:21,3,100.00%,80.00%,$4.00
/practice/M85123/,5,2,00:00:56,0,0.00%,0.00%,$5.00
/practice/M85127/,5,4,00:00:30,1,0.00%,20.00%,$7.50
/practice/M85655/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/M85736/,5,4,00:03:07,1,100.00%,20.00%,$2.50
/practice/M87003/price_per_unit/,5,3,00:02:39,0,0.00%,0.00%,$1.67
/practice/M87024/,5,4,00:01:07,0,0.00%,40.00%,$7.50
/practice/M88612/,5,5,00:02:10,4,100.00%,80.00%,$2.00
/practice/M91624/,5,2,00:00:28,1,100.00%,40.00%,$5.00
/practice/M92002/price_per_unit/?date=2018-05-01,5,5,00:00:19,0,0.00%,80.00%,$0.00
/practice/N81035/,5,4,00:00:41,0,0.00%,0.00%,$7.50
/practice/N81048/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/N81063/,5,4,00:01:26,0,0.00%,40.00%,$0.00
/practice/N81097/,5,4,00:00:30,4,75.00%,80.00%,$0.00
/practice/N82024/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/N82662/,5,2,00:01:55,2,50.00%,40.00%,$5.00
/practice/N82670/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/N83603/,5,5,00:00:19,0,0.00%,80.00%,$0.00
/practice/P81029/,5,4,00:01:16,3,100.00%,80.00%,$2.50
/practice/P81054/,5,3,00:00:03,0,0.00%,20.00%,$0.00
/practice/P81099/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/P81140/,5,5,00:00:49,1,100.00%,20.00%,$4.00
/practice/P81169/,5,1,00:00:50,0,0.00%,0.00%,$10.00
/practice/P81622/,5,5,00:00:47,0,0.00%,0.00%,$4.00
/practice/P81642/,5,3,00:01:01,2,50.00%,40.00%,$3.33
/practice/P81712/,5,2,00:00:31,0,0.00%,0.00%,$10.00
/practice/P82010/,5,2,00:01:49,0,0.00%,20.00%,$5.00
/practice/P82023/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/P82031/,5,4,00:00:26,3,100.00%,80.00%,$2.50
/practice/P82607/,5,3,00:05:18,0,0.00%,40.00%,$6.67
/practice/P84027/,5,2,00:02:59,0,0.00%,20.00%,$10.00
/practice/P84048/,5,4,00:03:22,0,0.00%,20.00%,$7.50
/practice/P84052/measures/,5,5,00:00:00,3,100.00%,100.00%,$0.00
/practice/P85015/,5,4,00:05:28,0,0.00%,0.00%,$10.00
/practice/P85017/,5,5,00:00:43,4,100.00%,80.00%,$0.00
/practice/P86001/,5,4,00:00:34,2,50.00%,40.00%,$7.50
/practice/P86007/price_per_unit/,5,1,00:00:20,0,0.00%,0.00%,$0.00
/practice/P87024/measures/,5,3,00:02:36,1,100.00%,20.00%,$0.00
/practice/P87024/price_per_unit/,5,3,00:00:27,0,0.00%,0.00%,$6.67
/practice/P87027/,5,2,00:01:51,0,0.00%,20.00%,$10.00
/practice/P88024/,5,4,00:00:14,3,66.67%,40.00%,$0.00
/practice/P88617/,5,5,00:00:06,4,50.00%,60.00%,$6.00
/practice/P91007/,5,3,00:00:34,1,100.00%,40.00%,$3.33
/practice/P91011/,5,5,00:03:14,1,0.00%,60.00%,$4.00
/practice/P91633/,5,4,00:00:14,2,50.00%,40.00%,$0.00
/practice/P92003/measures/,5,5,00:00:00,2,100.00%,100.00%,$6.00
/practice/P92017/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/P92019/,5,5,00:02:04,4,75.00%,60.00%,$4.00
/practice/P92616/,5,5,00:03:32,5,80.00%,80.00%,$0.00
/practice/P92637/,5,2,00:00:36,0,0.00%,0.00%,$10.00
/practice/Y00208/,5,5,00:00:00,4,100.00%,100.00%,$2.00
/practice/Y00260/,5,5,00:00:14,4,100.00%,80.00%,$2.00
/practice/Y00367/,5,4,00:05:25,4,75.00%,80.00%,$0.00
/practice/Y00560/,5,3,00:04:18,2,0.00%,20.00%,$6.67
/practice/Y00581/,5,4,00:02:08,4,75.00%,60.00%,$0.00
/practice/Y01133/,5,5,00:03:16,4,100.00%,80.00%,$2.00
/practice/Y01249/,5,5,00:04:13,5,80.00%,80.00%,$2.00
/practice/Y01697/,5,4,00:04:27,4,75.00%,80.00%,$0.00
/practice/Y02249/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/Y02268/price_per_unit/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/Y02344/,5,4,00:01:03,0,0.00%,0.00%,$2.50
/practice/Y02506/,5,3,00:00:37,1,0.00%,40.00%,$6.67
/practice/Y02585/,5,2,00:00:35,0,0.00%,20.00%,$15.00
/practice/Y02671/,5,4,00:00:30,1,0.00%,40.00%,$2.50
/practice/Y02960/,5,3,00:00:56,0,0.00%,0.00%,$10.00
/practice/Y03434/,5,5,00:00:00,4,100.00%,100.00%,$0.00
/practice/Y03550/,5,5,00:00:28,4,100.00%,80.00%,$0.00
/practice/Y03587/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/Y03604/,5,4,00:00:25,4,75.00%,80.00%,$2.50
/practice/Y04233/,5,4,00:01:10,4,50.00%,60.00%,$0.00
/practice/Y04968/,5,4,00:00:18,1,100.00%,20.00%,$0.00
/practice/Y04994/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/practice/Y05412/,5,5,00:00:00,5,100.00%,100.00%,$0.00
/measure/ace/practice/G84607/,4,3,00:00:23,0,0.00%,0.00%,$3.33
/measure/arb/practice/D82105/,4,2,00:00:28,0,0.00%,0.00%,$5.00
/measure/coproxamol/practice/C84069/,4,3,00:00:18,0,0.00%,25.00%,$3.33
/measure/doacs/practice/B81068/,4,4,00:00:14,3,66.67%,75.00%,$2.50
/measure/doacs/practice/B81070/,4,3,00:03:19,0,0.00%,50.00%,$0.00
/measure/doacs/practice/B81084/,4,4,00:02:32,0,0.00%,25.00%,$0.00
/measure/doacs/practice/C82012/,4,4,00:00:09,2,100.00%,75.00%,$2.50
/measure/doacs/practice/C82021/,4,4,00:00:15,0,0.00%,25.00%,$2.50
/measure/doacs/practice/C82053/,4,4,00:00:15,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C82056/,4,4,00:03:50,0,0.00%,0.00%,$2.50
/measure/doacs/practice/C83022/,4,4,00:00:47,1,100.00%,25.00%,$2.50
/measure/doacs/practice/C83023/,4,4,00:00:24,1,100.00%,50.00%,$5.00
/measure/doacs/practice/C83652/,4,2,00:00:13,0,0.00%,0.00%,$0.00
/measure/doacs/practice/C86015/,4,4,00:00:03,3,66.67%,75.00%,$2.50
/measure/doacs/practice/D82039/,4,3,00:00:53,3,66.67%,50.00%,$0.00
/measure/doacs/practice/F81076/,4,4,00:00:00,3,100.00%,100.00%,$0.00
/measure/doacs/practice/P81642/,4,4,00:00:14,3,66.67%,75.00%,$2.50
/measure/icsdose/practice/F84017/,4,2,00:01:24,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/L83074/,4,3,00:02:13,0,0.00%,0.00%,$3.33
/measure/icsdose/practice/L85007/,4,4,00:01:46,3,100.00%,75.00%,$0.00
/measure/icsdose/practice/P82613/,4,4,00:09:30,2,100.00%,75.00%,$2.50
/measure/icsdose/practice/P82624/,4,2,00:00:30,0,0.00%,0.00%,$15.00
/measure/icsdose/practice/P84040/,4,3,00:04:25,0,0.00%,50.00%,$3.33
/measure/icsdose/practice/P85022/,4,3,00:00:51,0,0.00%,0.00%,$0.00
/measure/icsdose/practice/P88018/,4,4,00:02:05,2,0.00%,25.00%,$5.00
/measure/icsdose/practice/P92615/,4,3,00:03:00,0,0.00%,50.00%,$3.33
/measure/ktt9_antibiotics/practice/A82020/,4,1,00:00:33,0,0.00%,25.00%,$10.00
/measure/ktt9_antibiotics/practice/B87006/,4,2,00:00:42,0,0.00%,0.00%,$0.00
/measure/ktt9_antibiotics/practice/N83018/,4,2,00:00:42,0,0.00%,50.00%,$5.00
/measure/ktt9_antibiotics/practice/P81074/,4,3,00:01:26,0,0.00%,0.00%,$3.33
/measure/ktt9_cephalosporins/practice/F81032/,4,3,00:00:23,0,0.00%,25.00%,$3.33
/measure/ktt9_cephalosporins/practice/J83026/,4,4,00:06:47,3,66.67%,75.00%,$2.50
/measure/ktt9_cephalosporins/practice/L82058/,4,2,00:01:06,0,0.00%,25.00%,$5.00
/measure/lplidocaine/practice/L83079/,4,3,00:01:23,1,0.00%,50.00%,$0.00
/measure/lptravelvacs/practice/D81012/,4,4,00:00:42,0,0.00%,25.00%,$0.00
/measure/lyrica/practice/K82603/,4,3,00:04:29,0,0.00%,25.00%,$10.00
/measure/methotrexate/practice/K82059/,4,3,00:01:16,2,100.00%,75.00%,$0.00
/measure/opioidper1000/practice/C83613/,4,3,00:00:15,0,0.00%,0.00%,$0.00
/measure/opioidper1000/practice/L84068/,4,4,00:01:20,1,0.00%,50.00%,$2.50
/measure/opioidper1000/practice/M81094/,4,4,00:05:08,2,100.00%,75.00%,$0.00
/measure/opioidspercent/practice/C84694/,4,3,00:01:58,0,0.00%,25.00%,$3.33
/measure/opioidspercent/practice/M81010/,4,4,00:03:55,0,0.00%,25.00%,$10.00
/measure/ppi/practice/J81029/,4,2,00:00:57,0,0.00%,25.00%,$0.00
/measure/ppidose/practice/C83039/,4,2,00:05:26,0,0.00%,0.00%,$0.00
/measure/pregabalin/practice/B85037/,4,2,00:00:18,0,0.00%,0.00%,$12.50
/measure/quetiapine/practice/G84607/,4,3,00:00:48,0,0.00%,0.00%,$10.00
/measure/statins/practice/C82016/,4,1,00:00:26,0,0.00%,25.00%,$0.00
/measure/statins/practice/F83020/,4,1,00:01:34,0,0.00%,0.00%,$0.00
/measure/statins/practice/G85705/,4,2,00:00:14,0,0.00%,0.00%,$10.00
